source,target
pub.1003566301,pub.1060796824
pub.1003566301,pub.1049376973
pub.1003566301,pub.1060547860
pub.1003566301,pub.1060572317
pub.1003566301,pub.1039233606
pub.1003566301,pub.1060797400
pub.1003566301,pub.1036533977
pub.1003566301,pub.1060794633
pub.1003566301,pub.1039060951
pub.1003566301,pub.1060798730
pub.1003566301,pub.1060550359
pub.1003566301,pub.1060796705
pub.1003566301,pub.1060424888
pub.1003566301,pub.1060547528
pub.1003566301,pub.1009107571
pub.1003566301,pub.1060794635
pub.1003566301,pub.1060545645
pub.1003566301,pub.1060546369
pub.1003566301,pub.1060544585
pub.1003566301,pub.1060542817
pub.1003566301,pub.1060795211
pub.1003566301,pub.1045813734
pub.1003566301,pub.1060549270
pub.1003566301,pub.1060795666
pub.1003566301,pub.1006495956
pub.1003566301,pub.1060795891
pub.1003566301,pub.1060791194
pub.1003566301,pub.1011358960
pub.1003566301,pub.1060793372
pub.1003566301,pub.1060796325
pub.1003566301,pub.1060794746
pub.1003566301,pub.1023357665
pub.1003566301,pub.1064230351
pub.1003566301,pub.1060546042
pub.1003566301,pub.1060797441
pub.1003566301,pub.1064230931
pub.1003566301,pub.1060437772
pub.1003566301,pub.1060537222
pub.1003566301,pub.1052384392
pub.1002275682,pub.1032855304
pub.1002275682,pub.1060545389
pub.1002275682,pub.1060795168
pub.1002275682,pub.1063139510
pub.1002275682,pub.1060799107
pub.1001047367,pub.1060437772
pub.1001047367,pub.1060520605
pub.1001047367,pub.1036898959
pub.1001047367,pub.1027376324
pub.1001047367,pub.1039060951
pub.1112461697,pub.1062542998
pub.1112461697,pub.1062543002
pub.1112461697,pub.1060804951
pub.1112461697,pub.1036426630
pub.1112461697,pub.1060804042
pub.1112461697,pub.1009983899
pub.1112461697,pub.1062542549
pub.1112461697,pub.1060437772
pub.1112461697,pub.1039060951
pub.1112461697,pub.1060424888
pub.1112461697,pub.1060561682
pub.1064230648,pub.1062537472
pub.1064230648,pub.1062539815
pub.1064230648,pub.1018639062
pub.1064230648,pub.1030971223
pub.1064230648,pub.1052562609
pub.1064230648,pub.1060801244
pub.1064230648,pub.1062536604
pub.1064230648,pub.1017182591
pub.1064230648,pub.1060806767
pub.1064230648,pub.1040922300
pub.1064230648,pub.1060554099
pub.1064230133,pub.1060554097
pub.1064229630,pub.1060802446
pub.1064229630,pub.1060561781
pub.1064229630,pub.1062533830
pub.1064229630,pub.1060558744
pub.1064229018,pub.1060804042
pub.1064229018,pub.1062543002
pub.1064229018,pub.1060561269
pub.1064229018,pub.1060803710
pub.1064229018,pub.1024191785
pub.1064229018,pub.1050890000
pub.1064229018,pub.1064228663
pub.1064229018,pub.1017894407
pub.1064229018,pub.1060437772
pub.1064229018,pub.1060804951
pub.1064229018,pub.1064228729
pub.1064229018,pub.1060805057
pub.1064229018,pub.1060561682
pub.1064229018,pub.1016881651
pub.1064229018,pub.1036426630
pub.1064229018,pub.1028981141
pub.1064228898,pub.1009983899
pub.1064228898,pub.1064228729
pub.1064228898,pub.1019144469
pub.1064228898,pub.1060553564
pub.1064228898,pub.1010258862
pub.1064228898,pub.1060839192
pub.1064228898,pub.1060802534
pub.1064228898,pub.1060839193
pub.1064228898,pub.1060437772
pub.1064228729,pub.1034161656
pub.1064228729,pub.1060803479
pub.1064228729,pub.1060437772
pub.1064228729,pub.1009983899
pub.1064228729,pub.1024191785
pub.1064228729,pub.1062542252
pub.1064228729,pub.1060802534
pub.1064228729,pub.1045203533
pub.1064228729,pub.1062542146
pub.1063115565,pub.1010888355
pub.1063115565,pub.1060808533
pub.1063115565,pub.1060807664
pub.1063115565,pub.1063114100
pub.1063115565,pub.1060809672
pub.1063115206,pub.1060566654
pub.1063115206,pub.1060561781
pub.1063115206,pub.1039985065
pub.1063114863,pub.1060555056
pub.1063114863,pub.1063111786
pub.1063114863,pub.1060421284
pub.1063114863,pub.1060799595
pub.1063114863,pub.1048369637
pub.1063114863,pub.1060564510
pub.1063114863,pub.1060799894
pub.1063114863,pub.1039465028
pub.1063114863,pub.1063111180
pub.1063114863,pub.1060552696
pub.1063114577,pub.1003714657
pub.1063114577,pub.1060421484
pub.1063114577,pub.1060424779
pub.1063114393,pub.1060555056
pub.1063114393,pub.1052384392
pub.1063114393,pub.1050964591
pub.1063114393,pub.1060541435
pub.1063114393,pub.1063111786
pub.1063114393,pub.1060806091
pub.1063114393,pub.1039465028
pub.1063114393,pub.1060794633
pub.1063114393,pub.1060803709
pub.1063114274,pub.1060555056
pub.1063114274,pub.1060560030
pub.1063114274,pub.1063110348
pub.1063114274,pub.1027841147
pub.1063114274,pub.1044694738
pub.1063114274,pub.1060562371
pub.1063114274,pub.1063111730
pub.1063114274,pub.1028958298
pub.1063114274,pub.1039465028
pub.1063114274,pub.1060802048
pub.1063114100,pub.1010888355
pub.1063114100,pub.1004029618
pub.1063114100,pub.1060556827
pub.1063114100,pub.1060807664
pub.1063114100,pub.1018182723
pub.1063114100,pub.1060429029
pub.1063114100,pub.1060564456
pub.1063114100,pub.1060564013
pub.1063113908,pub.1063111786
pub.1063113908,pub.1063110553
pub.1063113908,pub.1044349760
pub.1063113908,pub.1060546045
pub.1063113908,pub.1039465028
pub.1063113908,pub.1060560031
pub.1063113908,pub.1060806091
pub.1063113908,pub.1060554083
pub.1063113908,pub.1060803709
pub.1063113908,pub.1060803615
pub.1063113908,pub.1063110348
pub.1063113908,pub.1027841147
pub.1063113908,pub.1060554082
pub.1063113291,pub.1050190990
pub.1063113291,pub.1032873474
pub.1063113009,pub.1063111786
pub.1063113009,pub.1044694738
pub.1063113009,pub.1060800971
pub.1063113009,pub.1060802048
pub.1063113009,pub.1060555056
pub.1063113009,pub.1060803538
pub.1062553642,pub.1045154208
pub.1062553642,pub.1039060951
pub.1062553642,pub.1051621121
pub.1062553642,pub.1062533830
pub.1062553642,pub.1001701716
pub.1062553642,pub.1013599342
pub.1062553642,pub.1023175455
pub.1062553642,pub.1060554129
pub.1062553642,pub.1060805382
pub.1062553642,pub.1060812232
pub.1062553642,pub.1060798761
pub.1062553642,pub.1060547636
pub.1062550213,pub.1060809208
pub.1062549492,pub.1060839332
pub.1062549492,pub.1060545022
pub.1062549492,pub.1062543254
pub.1062549492,pub.1060810217
pub.1062549492,pub.1060807848
pub.1062549492,pub.1060545418
pub.1062549492,pub.1062536922
pub.1062549492,pub.1062546620
pub.1062549492,pub.1060797441
pub.1062549492,pub.1036533977
pub.1062549492,pub.1060572790
pub.1062549492,pub.1060555429
pub.1062549492,pub.1060803709
pub.1062549492,pub.1063111786
pub.1062549492,pub.1060571261
pub.1062549492,pub.1060806091
pub.1062549492,pub.1060807307
pub.1062549492,pub.1036043302
pub.1062549492,pub.1060544585
pub.1062549492,pub.1062544111
pub.1062549492,pub.1060810046
pub.1062549492,pub.1060807205
pub.1062546863,pub.1060557437
pub.1062546863,pub.1060839193
pub.1062546863,pub.1035861968
pub.1062546863,pub.1062533830
pub.1062546863,pub.1060545418
pub.1062546863,pub.1060549111
pub.1062546620,pub.1060563961
pub.1062546620,pub.1062544111
pub.1062546620,pub.1060551964
pub.1062546620,pub.1060421010
pub.1062546620,pub.1060799596
pub.1062546620,pub.1060545778
pub.1061146895,pub.1006094208
pub.1061146895,pub.1060801996
pub.1061146895,pub.1060801811
pub.1060839348,pub.1060568565
pub.1060839348,pub.1060545389
pub.1060839348,pub.1023490008
pub.1060839348,pub.1060566377
pub.1060839348,pub.1060839332
pub.1060839348,pub.1060566831
pub.1060839348,pub.1063111786
pub.1060839348,pub.1062546620
pub.1060839348,pub.1060563151
pub.1060839348,pub.1060807205
pub.1060839348,pub.1039060951
pub.1060839348,pub.1060574001
pub.1060839348,pub.1001045979
pub.1060839348,pub.1060802048
pub.1060839348,pub.1060570861
pub.1060839332,pub.1060547858
pub.1060839332,pub.1060810217
pub.1060839332,pub.1060552037
pub.1060839332,pub.1062940072
pub.1060839332,pub.1060839211
pub.1060839332,pub.1062536922
pub.1060839332,pub.1060542750
pub.1060839332,pub.1060808671
pub.1060839332,pub.1011358960
pub.1060839332,pub.1060548338
pub.1060839332,pub.1060802409
pub.1060839332,pub.1060560490
pub.1060839332,pub.1060558218
pub.1060839332,pub.1016575904
pub.1060839332,pub.1060546369
pub.1060839332,pub.1060805382
pub.1060839332,pub.1060797365
pub.1060839332,pub.1060555210
pub.1060839332,pub.1060561233
pub.1060839332,pub.1060555221
pub.1060839332,pub.1039060951
pub.1060839332,pub.1038300606
pub.1060839332,pub.1060799596
pub.1060839332,pub.1060555768
pub.1060839332,pub.1014925086
pub.1060839332,pub.1060557367
pub.1060839332,pub.1060804340
pub.1060839332,pub.1060797600
pub.1060839332,pub.1060806589
pub.1060839332,pub.1060559297
pub.1060839332,pub.1060802446
pub.1060839332,pub.1060797441
pub.1060839332,pub.1060547528
pub.1060839332,pub.1060804143
pub.1060839332,pub.1060548683
pub.1060839332,pub.1060549911
pub.1060839332,pub.1060566377
pub.1060839332,pub.1060808672
pub.1060839332,pub.1060562064
pub.1060839332,pub.1060545418
pub.1060839332,pub.1060555429
pub.1060839332,pub.1060807307
pub.1060839332,pub.1060802410
pub.1060839332,pub.1044154180
pub.1060839332,pub.1060800584
pub.1060839332,pub.1060547860
pub.1060839332,pub.1060552696
pub.1060839332,pub.1060561772
pub.1060839332,pub.1060803538
pub.1060839332,pub.1060558096
pub.1060839332,pub.1049358409
pub.1060839332,pub.1060803239
pub.1060839332,pub.1060548336
pub.1060839332,pub.1060550114
pub.1060839332,pub.1060796824
pub.1060839332,pub.1060566831
pub.1060839332,pub.1060563961
pub.1060839332,pub.1060551546
pub.1060839332,pub.1005914227
pub.1060839332,pub.1060803442
pub.1060839332,pub.1060547541
pub.1060839332,pub.1062533830
pub.1060839332,pub.1060545078
pub.1060839332,pub.1006495956
pub.1060839332,pub.1062940342
pub.1060839332,pub.1051478283
pub.1060839332,pub.1060800383
pub.1060839332,pub.1060561747
pub.1060839332,pub.1060808408
pub.1060839332,pub.1060556167
pub.1060839332,pub.1064229630
pub.1060839332,pub.1060563035
pub.1060839332,pub.1060803709
pub.1060839332,pub.1063110457
pub.1060839332,pub.1035768615
pub.1060839332,pub.1060550244
pub.1060839332,pub.1060560013
pub.1060839332,pub.1060561781
pub.1060839332,pub.1060807848
pub.1060839332,pub.1060797159
pub.1060839332,pub.1060556040
pub.1060839332,pub.1012906917
pub.1060839332,pub.1060555056
pub.1060839332,pub.1063111294
pub.1060839332,pub.1060541435
pub.1060839332,pub.1060550356
pub.1060839332,pub.1060795212
pub.1060839332,pub.1060549159
pub.1060839332,pub.1060537222
pub.1060839332,pub.1060555534
pub.1060839332,pub.1060801961
pub.1060839263,pub.1060429029
pub.1060839263,pub.1039060951
pub.1060814535,pub.1060579029
pub.1060814535,pub.1060802534
pub.1060814535,pub.1025674297
pub.1060814535,pub.1060798761
pub.1060814535,pub.1060803615
pub.1060814358,pub.1060576540
pub.1060814358,pub.1060574659
pub.1060814358,pub.1060576171
pub.1060814358,pub.1060809160
pub.1060814358,pub.1036898959
pub.1060814358,pub.1060531539
pub.1060814358,pub.1060811808
pub.1060814358,pub.1060809896
pub.1060814358,pub.1060785736
pub.1060814358,pub.1051834348
pub.1060814358,pub.1015605936
pub.1060814358,pub.1060777015
pub.1060814358,pub.1060579125
pub.1060814149,pub.1060560490
pub.1060814149,pub.1060577776
pub.1060814149,pub.1060437772
pub.1060814047,pub.1060787638
pub.1060814047,pub.1050293619
pub.1060814047,pub.1060802722
pub.1060814047,pub.1060813642
pub.1060814047,pub.1018363588
pub.1060814046,pub.1019144469
pub.1060814046,pub.1039060951
pub.1060814046,pub.1060839218
pub.1060813739,pub.1060810814
pub.1060813739,pub.1031909891
pub.1060813642,pub.1060798479
pub.1060813642,pub.1060801444
pub.1060813642,pub.1060555106
pub.1060813642,pub.1050293619
pub.1060813642,pub.1060800008
pub.1060813489,pub.1060810838
pub.1060813489,pub.1060771558
pub.1060813489,pub.1060429406
pub.1060813489,pub.1060437562
pub.1060813489,pub.1060518025
pub.1060813489,pub.1060441680
pub.1060813489,pub.1029609788
pub.1060813433,pub.1060545418
pub.1060813433,pub.1023198737
pub.1060813433,pub.1060562064
pub.1060813433,pub.1063111620
pub.1060813433,pub.1060578275
pub.1060813433,pub.1016575904
pub.1060813433,pub.1060557354
pub.1060813433,pub.1060560486
pub.1060813433,pub.1060795212
pub.1060813433,pub.1060807848
pub.1060813433,pub.1040194845
pub.1060813433,pub.1060550244
pub.1060813433,pub.1049358409
pub.1060813433,pub.1060562107
pub.1060813433,pub.1060810046
pub.1060813433,pub.1060810217
pub.1060813433,pub.1039179586
pub.1060813433,pub.1060839332
pub.1060813433,pub.1060557367
pub.1060813433,pub.1060553571
pub.1060813433,pub.1060802696
pub.1060813414,pub.1060793372
pub.1060813414,pub.1060805172
pub.1060813414,pub.1060575260
pub.1060813414,pub.1060577449
pub.1060813414,pub.1060801585
pub.1060813414,pub.1060795177
pub.1060813414,pub.1062549492
pub.1060813414,pub.1060810046
pub.1060813414,pub.1060807848
pub.1060813414,pub.1022162692
pub.1060813414,pub.1060561772
pub.1060813414,pub.1060577452
pub.1060813082,pub.1030971223
pub.1060813082,pub.1018639062
pub.1060813082,pub.1037624168
pub.1060813082,pub.1064230648
pub.1060813082,pub.1060542843
pub.1060813082,pub.1052562609
pub.1060813082,pub.1006614743
pub.1060812232,pub.1060562371
pub.1060812232,pub.1060807544
pub.1060812232,pub.1060559641
pub.1060812232,pub.1021172717
pub.1060812232,pub.1045154208
pub.1060812232,pub.1060806589
pub.1060811996,pub.1052196673
pub.1060811996,pub.1060563961
pub.1060811996,pub.1060801996
pub.1060811996,pub.1060807001
pub.1060811996,pub.1060551964
pub.1060811996,pub.1019367235
pub.1060811996,pub.1060808672
pub.1060811996,pub.1060566672
pub.1060811996,pub.1060573873
pub.1060811808,pub.1060520411
pub.1060811808,pub.1060777015
pub.1060811808,pub.1060811996
pub.1060811808,pub.1060566672
pub.1060811808,pub.1040241328
pub.1060811808,pub.1006094208
pub.1060811606,pub.1060564510
pub.1060811606,pub.1060808408
pub.1060811606,pub.1060571277
pub.1060811502,pub.1060807472
pub.1060811502,pub.1060797321
pub.1060811502,pub.1060800008
pub.1060811502,pub.1060801734
pub.1060811502,pub.1060548643
pub.1060811502,pub.1060800778
pub.1060811502,pub.1060564457
pub.1060811502,pub.1060839218
pub.1060811502,pub.1060793675
pub.1060811502,pub.1060801733
pub.1060811502,pub.1060807259
pub.1060811501,pub.1060559549
pub.1060811501,pub.1060810895
pub.1060811501,pub.1009107571
pub.1060811498,pub.1062543254
pub.1060811498,pub.1060534728
pub.1060811498,pub.1060437772
pub.1060811498,pub.1060806089
pub.1060811498,pub.1064228729
pub.1060811498,pub.1064228898
pub.1060811498,pub.1045635238
pub.1060811498,pub.1060802534
pub.1060811418,pub.1060808408
pub.1060811418,pub.1060570861
pub.1060811418,pub.1002821906
pub.1060811418,pub.1060806301
pub.1060811418,pub.1060808672
pub.1060811418,pub.1060554097
pub.1060811418,pub.1060799596
pub.1060811418,pub.1060556040
pub.1060811418,pub.1063111786
pub.1060811418,pub.1060566377
pub.1060811418,pub.1060808671
pub.1060810895,pub.1060559549
pub.1060810895,pub.1000120718
pub.1060810838,pub.1060805380
pub.1060810838,pub.1029609788
pub.1060810838,pub.1060441680
pub.1060810814,pub.1031909891
pub.1060810506,pub.1060804951
pub.1060810506,pub.1060805057
pub.1060810506,pub.1112461697
pub.1060810506,pub.1040245383
pub.1060810506,pub.1012695776
pub.1060810506,pub.1064229018
pub.1060810506,pub.1060804042
pub.1060810506,pub.1060807135
pub.1060810506,pub.1060568908
pub.1060810506,pub.1060806089
pub.1060810506,pub.1047683142
pub.1060810506,pub.1026956364
pub.1060810506,pub.1062543002
pub.1060810506,pub.1022591496
pub.1060810506,pub.1060569050
pub.1060810506,pub.1036426630
pub.1060810506,pub.1060561682
pub.1060810506,pub.1050890000
pub.1060810451,pub.1060805670
pub.1060810451,pub.1060805297
pub.1060810451,pub.1060421284
pub.1060810451,pub.1060555056
pub.1060810451,pub.1060807135
pub.1060810451,pub.1060804090
pub.1060810451,pub.1010679408
pub.1060810337,pub.1060807997
pub.1060810337,pub.1060421237
pub.1060810337,pub.1060541435
pub.1060810337,pub.1060799551
pub.1060810337,pub.1060807307
pub.1060810217,pub.1060807848
pub.1060810217,pub.1060545078
pub.1060810217,pub.1060548683
pub.1060810217,pub.1060557367
pub.1060810046,pub.1060795177
pub.1060810046,pub.1060557741
pub.1060810046,pub.1060793372
pub.1060810046,pub.1060555429
pub.1060810046,pub.1060807848
pub.1060810046,pub.1022162692
pub.1060810046,pub.1060801585
pub.1060810046,pub.1064230351
pub.1060809896,pub.1015605936
pub.1060809896,pub.1060785564
pub.1060809896,pub.1060786151
pub.1060809774,pub.1060807273
pub.1060809774,pub.1059073562
pub.1060809774,pub.1018560905
pub.1060809774,pub.1060554100
pub.1060809774,pub.1060802446
pub.1060809672,pub.1060807664
pub.1060809672,pub.1045234701
pub.1060809672,pub.1018182723
pub.1060809672,pub.1060808533
pub.1060809672,pub.1060807472
pub.1060809672,pub.1060839218
pub.1060809672,pub.1010888355
pub.1060809672,pub.1060800008
pub.1060809672,pub.1060801619
pub.1060809672,pub.1060801734
pub.1060809672,pub.1063114100
pub.1060809208,pub.1062546620
pub.1060809160,pub.1060546049
pub.1060809160,pub.1060775947
pub.1060809160,pub.1060520605
pub.1060809160,pub.1015605936
pub.1060809160,pub.1060522412
pub.1060808672,pub.1060565960
pub.1060808672,pub.1060808408
pub.1060808672,pub.1060563151
pub.1060808672,pub.1060806091
pub.1060808672,pub.1060556131
pub.1060808671,pub.1060556131
pub.1060808639,pub.1060803709
pub.1060808639,pub.1060808408
pub.1060808639,pub.1045154208
pub.1060808639,pub.1060807001
pub.1060808639,pub.1050964591
pub.1060808639,pub.1060807544
pub.1060808639,pub.1060803538
pub.1060808639,pub.1060566830
pub.1060808639,pub.1060804143
pub.1060808639,pub.1063109777
pub.1060808584,pub.1047998706
pub.1060808584,pub.1027323939
pub.1060808533,pub.1060797321
pub.1060808533,pub.1060564013
pub.1060808533,pub.1060786151
pub.1060808533,pub.1060804143
pub.1060808533,pub.1060801733
pub.1060808533,pub.1060801734
pub.1060808533,pub.1060792486
pub.1060808533,pub.1060794778
pub.1060808533,pub.1018182723
pub.1060808533,pub.1010888355
pub.1060808408,pub.1060804143
pub.1060808408,pub.1060541435
pub.1060808408,pub.1060799595
pub.1060808408,pub.1060560031
pub.1060808408,pub.1060564510
pub.1060808408,pub.1060805004
pub.1060808250,pub.1060794034
pub.1060808229,pub.1007308081
pub.1060808229,pub.1060794746
pub.1060808229,pub.1060805172
pub.1060808229,pub.1060801585
pub.1060808229,pub.1060774194
pub.1060808229,pub.1060424888
pub.1060808229,pub.1060559641
pub.1060808229,pub.1062546620
pub.1060808229,pub.1017894407
pub.1060808229,pub.1060553564
pub.1060808229,pub.1060548679
pub.1060808229,pub.1060534728
pub.1060808229,pub.1060545785
pub.1060808229,pub.1060839192
pub.1060808095,pub.1060555056
pub.1060808095,pub.1060566830
pub.1060808095,pub.1060805004
pub.1060808095,pub.1060557717
pub.1060807997,pub.1060554082
pub.1060807997,pub.1003679942
pub.1060807997,pub.1057953672
pub.1060807961,pub.1034548752
pub.1060807961,pub.1053132048
pub.1060807961,pub.1060434220
pub.1060807961,pub.1060553636
pub.1060807961,pub.1060442902
pub.1060807961,pub.1060799243
pub.1060807961,pub.1060805382
pub.1060807961,pub.1060839193
pub.1060807860,pub.1060803356
pub.1060807860,pub.1060801585
pub.1060807860,pub.1060545789
pub.1060807860,pub.1060796324
pub.1060807860,pub.1060559641
pub.1060807860,pub.1060553564
pub.1060807860,pub.1062541160
pub.1060807860,pub.1060800621
pub.1060807848,pub.1060807307
pub.1060807848,pub.1060557734
pub.1060807848,pub.1060806091
pub.1060807848,pub.1060799595
pub.1060807848,pub.1064230351
pub.1060807664,pub.1005798792
pub.1060807664,pub.1060564456
pub.1060807664,pub.1060798479
pub.1060807664,pub.1060794778
pub.1060807664,pub.1010888355
pub.1060807664,pub.1022255786
pub.1060807664,pub.1060564013
pub.1060807664,pub.1018182723
pub.1060807664,pub.1060793079
pub.1060807664,pub.1060839218
pub.1060807544,pub.1028981141
pub.1060807544,pub.1060839176
pub.1060807472,pub.1060798479
pub.1060807472,pub.1060548643
pub.1060807472,pub.1060800008
pub.1060807472,pub.1060839218
pub.1060807472,pub.1060800778
pub.1060807472,pub.1060801619
pub.1060807472,pub.1063111352
pub.1060807472,pub.1060564457
pub.1060807472,pub.1060801444
pub.1060807368,pub.1060806091
pub.1060807368,pub.1060554129
pub.1060807368,pub.1060544097
pub.1060807368,pub.1060555056
pub.1060807368,pub.1010973712
pub.1060807368,pub.1060548318
pub.1060807368,pub.1025828458
pub.1060807347,pub.1039060951
pub.1060807347,pub.1060805380
pub.1060807307,pub.1003679942
pub.1060807307,pub.1060421237
pub.1060807307,pub.1057653353
pub.1060807307,pub.1060799551
pub.1060807307,pub.1007308081
pub.1060807273,pub.1062947369
pub.1060807273,pub.1018560905
pub.1060807273,pub.1060545418
pub.1060807273,pub.1062533830
pub.1060807259,pub.1060801444
pub.1060807259,pub.1051834348
pub.1060807259,pub.1060564457
pub.1060807259,pub.1060800008
pub.1060807259,pub.1060782929
pub.1060807259,pub.1060798479
pub.1060807259,pub.1028602119
pub.1060807259,pub.1018363588
pub.1060807259,pub.1063111057
pub.1060807205,pub.1060803709
pub.1060807205,pub.1060802409
pub.1060807205,pub.1062533830
pub.1060807205,pub.1060543151
pub.1060807205,pub.1060548653
pub.1060807205,pub.1062536922
pub.1060807135,pub.1034899047
pub.1060807135,pub.1005672423
pub.1060807135,pub.1060783057
pub.1060807135,pub.1034161656
pub.1060807135,pub.1060421284
pub.1060807135,pub.1060805670
pub.1060807135,pub.1022591496
pub.1060807001,pub.1060556850
pub.1060807001,pub.1060557741
pub.1060807001,pub.1060545785
pub.1060807001,pub.1045154208
pub.1060807001,pub.1060799596
pub.1060807001,pub.1025708650
pub.1060807001,pub.1060805852
pub.1060806996,pub.1060551958
pub.1060806996,pub.1041445546
pub.1060806996,pub.1034818493
pub.1060806996,pub.1060802185
pub.1060806996,pub.1060545418
pub.1060806990,pub.1060560028
pub.1060806990,pub.1060553445
pub.1060806990,pub.1060805852
pub.1060806990,pub.1060547536
pub.1060806990,pub.1060560027
pub.1060806990,pub.1060548255
pub.1060806990,pub.1060803356
pub.1060806990,pub.1060800574
pub.1060806767,pub.1060558096
pub.1060806767,pub.1060543445
pub.1060806767,pub.1060550114
pub.1060806767,pub.1060798516
pub.1060806767,pub.1060553062
pub.1060806767,pub.1060555768
pub.1060806767,pub.1060549846
pub.1060806767,pub.1060556044
pub.1060806767,pub.1060545351
pub.1060806589,pub.1060562371
pub.1060806589,pub.1060799894
pub.1060806589,pub.1060545418
pub.1060806589,pub.1063111786
pub.1060806589,pub.1060803293
pub.1060806502,pub.1060798761
pub.1060806502,pub.1060802534
pub.1060806301,pub.1060802048
pub.1060806301,pub.1060839211
pub.1060806301,pub.1063111180
pub.1060806301,pub.1060839176
pub.1060806301,pub.1060555056
pub.1060806301,pub.1062533830
pub.1060579125,pub.1015605936
pub.1060579125,pub.1021813324
pub.1060579125,pub.1026110093
pub.1060579125,pub.1060809160
pub.1060579125,pub.1060574659
pub.1060579125,pub.1060569882
pub.1060579125,pub.1060576540
pub.1060579125,pub.1060809896
pub.1060579029,pub.1060562371
pub.1060578603,pub.1060803538
pub.1060578603,pub.1002821906
pub.1060578603,pub.1063113009
pub.1060578603,pub.1028958298
pub.1060578603,pub.1060573823
pub.1060578603,pub.1060807001
pub.1060578603,pub.1060565960
pub.1060578603,pub.1060563961
pub.1060578603,pub.1060570859
pub.1060578603,pub.1060561220
pub.1060578603,pub.1035768615
pub.1060578603,pub.1038018961
pub.1060578603,pub.1035481193
pub.1060578603,pub.1060799894
pub.1060578603,pub.1060804143
pub.1060578603,pub.1060545418
pub.1060578603,pub.1060557741
pub.1060578603,pub.1060551974
pub.1060578603,pub.1060799596
pub.1060578603,pub.1060808639
pub.1060578603,pub.1060555056
pub.1060578458,pub.1060555056
pub.1060578458,pub.1036898959
pub.1060578458,pub.1060534534
pub.1060578458,pub.1060806091
pub.1060578458,pub.1060566377
pub.1060578458,pub.1060562402
pub.1060578458,pub.1060569047
pub.1060578458,pub.1060799596
pub.1060578458,pub.1026517999
pub.1060578458,pub.1060545785
pub.1060578458,pub.1060563151
pub.1060578458,pub.1060555215
pub.1060578458,pub.1062543254
pub.1060578458,pub.1006094208
pub.1060578458,pub.1060557717
pub.1060578458,pub.1060566671
pub.1060578458,pub.1060803709
pub.1060578435,pub.1060795609
pub.1060578435,pub.1060533510
pub.1060578435,pub.1060800621
pub.1060578435,pub.1060521823
pub.1060578435,pub.1060801996
pub.1060578435,pub.1060549041
pub.1060578420,pub.1024457696
pub.1060578420,pub.1060547536
pub.1060578420,pub.1060560027
pub.1060578420,pub.1060800574
pub.1060578420,pub.1060806990
pub.1060578420,pub.1060520411
pub.1060578420,pub.1006094208
pub.1060578420,pub.1060805852
pub.1060578420,pub.1010006290
pub.1060578420,pub.1032507308
pub.1060578420,pub.1060429403
pub.1060578420,pub.1060560028
pub.1060578392,pub.1060571661
pub.1060578392,pub.1025674297
pub.1060578392,pub.1060548284
pub.1060578392,pub.1060559641
pub.1060578392,pub.1062941092
pub.1060578392,pub.1060573820
pub.1060578392,pub.1060802534
pub.1060578392,pub.1060798761
pub.1060578392,pub.1060416817
pub.1060578392,pub.1060556049
pub.1060578392,pub.1060557717
pub.1060578275,pub.1060800009
pub.1060578275,pub.1023357665
pub.1060578275,pub.1060562107
pub.1060578275,pub.1063111620
pub.1060578275,pub.1060797365
pub.1060578275,pub.1060545418
pub.1060578275,pub.1060795212
pub.1060578275,pub.1016575904
pub.1060578275,pub.1062533830
pub.1060578275,pub.1060839332
pub.1060578275,pub.1038018961
pub.1060578275,pub.1060550244
pub.1060578275,pub.1009250716
pub.1060578275,pub.1060544607
pub.1060578275,pub.1060800383
pub.1060578275,pub.1060807848
pub.1060578275,pub.1060810217
pub.1060578275,pub.1060546369
pub.1060578275,pub.1060559297
pub.1060578275,pub.1045154777
pub.1060578275,pub.1040194845
pub.1060578170,pub.1026110093
pub.1060578170,pub.1060809160
pub.1060578170,pub.1060573849
pub.1060578170,pub.1060574659
pub.1060578170,pub.1060576540
pub.1060578170,pub.1060529185
pub.1060578170,pub.1060809896
pub.1060578170,pub.1060569882
pub.1060578170,pub.1015605936
pub.1060578170,pub.1021855502
pub.1060578170,pub.1013388450
pub.1060578170,pub.1060527730
pub.1060577776,pub.1017101813
pub.1060577776,pub.1060576269
pub.1060577776,pub.1060540022
pub.1060577776,pub.1043001012
pub.1060577776,pub.1026110093
pub.1060577776,pub.1060437772
pub.1060577776,pub.1060839192
pub.1060577776,pub.1060573849
pub.1060577776,pub.1021813324
pub.1060577776,pub.1060573818
pub.1060577776,pub.1060520605
pub.1060577776,pub.1060809160
pub.1060577776,pub.1014572975
pub.1060577776,pub.1060569882
pub.1060577776,pub.1013388450
pub.1060577702,pub.1060810895
pub.1060577702,pub.1064230133
pub.1060577702,pub.1062542182
pub.1060577702,pub.1060811501
pub.1060577702,pub.1000120718
pub.1060577618,pub.1060804951
pub.1060577618,pub.1060806089
pub.1060577618,pub.1010012417
pub.1060577553,pub.1004596863
pub.1060577553,pub.1000120718
pub.1060577553,pub.1060561322
pub.1060577459,pub.1006094208
pub.1060577459,pub.1032507308
pub.1060577459,pub.1060545074
pub.1060577459,pub.1060801996
pub.1060577459,pub.1060553062
pub.1060577452,pub.1064230351
pub.1060577452,pub.1060560031
pub.1060577452,pub.1060576115
pub.1060577452,pub.1060807848
