source,target
pub.1051039658,pub.1026993729
pub.1051039658,pub.1060839192
pub.1051039658,pub.1005860967
pub.1051039658,pub.1060646087
pub.1051039658,pub.1017534939
pub.1051039658,pub.1060650678
pub.1051039658,pub.1009027442
pub.1051039658,pub.1064228898
pub.1051039658,pub.1040176006
pub.1051039658,pub.1060648499
pub.1051039658,pub.1029296188
pub.1051039658,pub.1015055633
pub.1051039658,pub.1060577064
pub.1051024548,pub.1019496198
pub.1051024548,pub.1026064321
pub.1051024548,pub.1027105642
pub.1051024548,pub.1027150247
pub.1051024548,pub.1047178907
pub.1051024548,pub.1010679858
pub.1051024548,pub.1007205197
pub.1051024548,pub.1004534476
pub.1051024548,pub.1060757209
pub.1051024548,pub.1029436098
pub.1051024548,pub.1030428810
pub.1051024548,pub.1024957594
pub.1051024548,pub.1016861761
pub.1051024548,pub.1063124644
pub.1051024548,pub.1012798739
pub.1051024548,pub.1045154859
pub.1051024548,pub.1000848562
pub.1051024548,pub.1003094980
pub.1050965906,pub.1060437772
pub.1050965906,pub.1004334235
pub.1050965906,pub.1024133367
pub.1050965906,pub.1042089448
pub.1050965906,pub.1019385726
pub.1050965906,pub.1012595028
pub.1050965906,pub.1060839193
pub.1050786820,pub.1062461775
pub.1050786820,pub.1033778427
pub.1050786820,pub.1028902353
pub.1050786820,pub.1012657873
pub.1050786820,pub.1008498151
pub.1050786820,pub.1019251626
pub.1050786820,pub.1006678973
pub.1050786820,pub.1034530767
pub.1050786820,pub.1052851990
pub.1050786820,pub.1042039347
pub.1050786820,pub.1043106298
pub.1050786820,pub.1000787694
pub.1050567982,pub.1062565325
pub.1050567982,pub.1017307748
pub.1050567982,pub.1049254534
pub.1050567982,pub.1045066266
pub.1050567982,pub.1047074864
pub.1050567982,pub.1038087834
pub.1050567982,pub.1062466776
pub.1050567982,pub.1039586478
pub.1050567982,pub.1013608344
pub.1050567982,pub.1042651055
pub.1050567982,pub.1060598446
pub.1050567982,pub.1063125658
pub.1050567982,pub.1019729244
pub.1050567982,pub.1009388305
pub.1050567982,pub.1009240658
pub.1050567982,pub.1016074634
pub.1050567982,pub.1041283820
pub.1050567982,pub.1025382131
pub.1050567982,pub.1037247365
pub.1050567982,pub.1035987954
pub.1050567982,pub.1002153810
pub.1049941904,pub.1028431217
pub.1049941904,pub.1049254534
pub.1049941904,pub.1022660637
pub.1049941904,pub.1049986442
pub.1049941904,pub.1033118719
pub.1049941904,pub.1047734086
pub.1049941904,pub.1046854627
pub.1049941904,pub.1010679858
pub.1049941904,pub.1027287593
pub.1049941904,pub.1005501398
pub.1049941904,pub.1029295207
pub.1049941904,pub.1015428324
pub.1049941904,pub.1022724606
pub.1049713451,pub.1020745542
pub.1049713451,pub.1006495339
pub.1049713451,pub.1037406932
pub.1049713451,pub.1073829922
pub.1049713451,pub.1043296466
pub.1049713451,pub.1021609429
pub.1049569542,pub.1014911603
pub.1049569542,pub.1035084061
pub.1049569542,pub.1057852247
pub.1049569542,pub.1024375078
pub.1049112795,pub.1041281578
pub.1049112795,pub.1016334243
pub.1049112795,pub.1031253627
pub.1049112795,pub.1016334194
pub.1049112795,pub.1060609974
pub.1049112795,pub.1046867256
pub.1049112795,pub.1000430612
pub.1049112795,pub.1060831301
pub.1049112795,pub.1024191785
pub.1049112795,pub.1060628425
pub.1048798207,pub.1062466776
pub.1048798207,pub.1049816664
pub.1048798207,pub.1052480746
pub.1048798207,pub.1035778153
pub.1048798207,pub.1060830344
pub.1048798207,pub.1005585698
pub.1048798207,pub.1062550213
pub.1048798207,pub.1040918987
pub.1048798207,pub.1032120253
pub.1048798207,pub.1041576847
pub.1048798207,pub.1017081930
pub.1048798207,pub.1023777949
pub.1048798207,pub.1060761736
pub.1048598289,pub.1060648499
pub.1048598289,pub.1005860967
pub.1048598289,pub.1017690983
pub.1048598289,pub.1060649395
pub.1048598289,pub.1001539694
pub.1048598289,pub.1020727129
pub.1048598289,pub.1020460084
pub.1048598289,pub.1040176006
pub.1048598289,pub.1060828314
pub.1048598289,pub.1029296188
pub.1048598289,pub.1009027442
pub.1048598289,pub.1060646087
pub.1048598289,pub.1018318441
pub.1048598289,pub.1016260854
pub.1048566826,pub.1047408593
pub.1048566826,pub.1040687768
pub.1048566826,pub.1015543429
pub.1048566826,pub.1060641071
pub.1048428925,pub.1023402432
pub.1048428925,pub.1035386151
pub.1048428925,pub.1030378816
pub.1048428925,pub.1006311157
pub.1048428925,pub.1051728411
pub.1048384846,pub.1039714305
pub.1048384846,pub.1005501398
pub.1048384846,pub.1021921729
pub.1048384846,pub.1060759113
pub.1048384846,pub.1003094980
pub.1048384846,pub.1048977183
pub.1048384846,pub.1000787637
pub.1048384846,pub.1014178938
pub.1048384846,pub.1014616029
pub.1048384846,pub.1017745851
pub.1048384846,pub.1020745542
pub.1048384846,pub.1015554819
pub.1048384846,pub.1033204865
pub.1048384846,pub.1004337392
pub.1048384846,pub.1050330298
pub.1048384846,pub.1038307096
pub.1048384846,pub.1034788857
pub.1047994795,pub.1002546267
pub.1047772101,pub.1063122984
pub.1047772101,pub.1060821356
pub.1047772101,pub.1043296466
pub.1047772101,pub.1050396810
pub.1047772101,pub.1060601778
pub.1047772101,pub.1063121691
pub.1047772101,pub.1029332611
pub.1047772101,pub.1027228079
pub.1047772101,pub.1052566041
pub.1047772101,pub.1029364837
pub.1047772101,pub.1060829101
pub.1047772101,pub.1063125653
pub.1047772101,pub.1034998971
pub.1047772101,pub.1018760173
pub.1047489336,pub.1062931932
pub.1047489336,pub.1002153810
pub.1047489336,pub.1012798739
pub.1047489336,pub.1013678610
pub.1047466021,pub.1040588290
pub.1047466021,pub.1060839577
pub.1047466021,pub.1060839549
pub.1047420903,pub.1062533830
pub.1047420903,pub.1051980057
pub.1047420903,pub.1003255601
pub.1047420903,pub.1017352740
pub.1047420903,pub.1045038063
pub.1047420903,pub.1045026742
pub.1047420903,pub.1062552131
pub.1047384185,pub.1002153810
pub.1047384185,pub.1039122011
pub.1047384185,pub.1013095013
pub.1047384185,pub.1021405357
pub.1047384185,pub.1032224765
pub.1047384185,pub.1041283820
pub.1047384185,pub.1018431813
pub.1047384185,pub.1014152123
pub.1047384185,pub.1062469111
pub.1047384185,pub.1019251707
pub.1047384185,pub.1020333737
pub.1047384185,pub.1062468947
pub.1047384185,pub.1062449270
pub.1047384185,pub.1021363903
pub.1047384185,pub.1026979958
pub.1047384185,pub.1037247365
pub.1047384185,pub.1038425288
pub.1047384185,pub.1044043657
pub.1047384185,pub.1060556040
pub.1047384185,pub.1006457434
pub.1047384185,pub.1062466776
pub.1047384185,pub.1014705100
pub.1047384185,pub.1035778153
pub.1047384185,pub.1003187857
pub.1047384185,pub.1044885504
pub.1047384185,pub.1002933807
pub.1047384185,pub.1001677130
pub.1047384185,pub.1019850812
pub.1047384185,pub.1045026742
pub.1047384185,pub.1003648801
pub.1047384185,pub.1007144486
pub.1047384185,pub.1004208233
pub.1047384185,pub.1038087834
pub.1047384185,pub.1062555850
pub.1047342065,pub.1048922000
pub.1047342065,pub.1025983680
pub.1047342065,pub.1010185576
pub.1047342065,pub.1047734086
pub.1047342065,pub.1041141840
pub.1047342065,pub.1005703307
pub.1047342065,pub.1024771240
pub.1047342065,pub.1016369713
pub.1047199554,pub.1000887227
pub.1047199554,pub.1042089448
pub.1047199554,pub.1060798707
pub.1047199554,pub.1060636436
pub.1046854627,pub.1035975758
pub.1046854627,pub.1047734086
pub.1046854627,pub.1060428471
pub.1046854627,pub.1036864685
pub.1046854627,pub.1060640094
pub.1046854627,pub.1028563078
pub.1046854627,pub.1016796689
pub.1046587968,pub.1005335479
pub.1046587968,pub.1009793917
pub.1046587968,pub.1022187363
pub.1046587968,pub.1014676061
pub.1046587968,pub.1044215023
pub.1046587968,pub.1045619649
pub.1046587968,pub.1011444490
pub.1046587968,pub.1029436098
pub.1046587968,pub.1062533830
pub.1046587968,pub.1045701250
pub.1046587968,pub.1013627702
pub.1046587968,pub.1060645929
pub.1046538491,pub.1063122984
pub.1046538491,pub.1060798479
pub.1046538491,pub.1042089448
pub.1046538491,pub.1048654004
pub.1046538491,pub.1063122994
pub.1046538491,pub.1060624241
pub.1046538491,pub.1060796781
pub.1046538491,pub.1063125653
pub.1046538491,pub.1060792486
pub.1046538491,pub.1051279816
pub.1046538491,pub.1052566041
pub.1046538491,pub.1025238834
pub.1046538491,pub.1063123610
pub.1046538491,pub.1005798792
pub.1046538491,pub.1046558879
pub.1046538491,pub.1018760173
pub.1046538491,pub.1010888355
pub.1046538491,pub.1040340110
pub.1046538491,pub.1016537586
pub.1046538491,pub.1045154208
pub.1046538491,pub.1060839332
pub.1046538491,pub.1003442052
pub.1046538491,pub.1047411200
pub.1046538491,pub.1027404539
pub.1046538491,pub.1039404975
pub.1046538491,pub.1041059101
pub.1046538491,pub.1042042382
pub.1046538491,pub.1063121203
pub.1046538491,pub.1043759488
pub.1046538491,pub.1060600938
pub.1046538491,pub.1060839058
pub.1046538491,pub.1004550188
pub.1046538491,pub.1060789424
pub.1046538491,pub.1043296466
pub.1046538491,pub.1060830531
pub.1046538491,pub.1060839549
pub.1046538491,pub.1003034697
pub.1046538491,pub.1041080891
pub.1046538491,pub.1060784329
pub.1046538491,pub.1025292384
pub.1046538491,pub.1063122990
pub.1046538491,pub.1060793079
pub.1046538491,pub.1060758248
pub.1046538491,pub.1060797321
pub.1046538491,pub.1060825089
pub.1046538491,pub.1060829101
pub.1046538491,pub.1051198500
pub.1046538491,pub.1021853292
pub.1046538491,pub.1060807001
pub.1046538491,pub.1060760518
pub.1046538491,pub.1063120056
pub.1046538491,pub.1021545188
pub.1046538491,pub.1034513796
pub.1046538491,pub.1012815230
pub.1046538491,pub.1037406932
pub.1046538491,pub.1050293619
pub.1046538491,pub.1060790504
pub.1046538491,pub.1060813642
pub.1046538491,pub.1060788509
pub.1046538491,pub.1008764897
pub.1046538491,pub.1063123032
pub.1046538491,pub.1006684945
pub.1046538491,pub.1040770004
pub.1046538491,pub.1063121691
pub.1046538491,pub.1060556975
pub.1046538491,pub.1044153921
pub.1046538491,pub.1000954198
pub.1046538491,pub.1009757563
pub.1046538491,pub.1060824345
pub.1046538491,pub.1060540097
pub.1046538491,pub.1063123627
pub.1046538491,pub.1060586514
pub.1046538491,pub.1060601836
pub.1046538491,pub.1060818918
pub.1046538491,pub.1017307748
pub.1046538491,pub.1039060951
pub.1046538491,pub.1063124555
pub.1046538491,pub.1060595880
pub.1046538491,pub.1044690430
pub.1046538491,pub.1063116273
pub.1046538491,pub.1060790166
pub.1046538491,pub.1049282116
pub.1046538491,pub.1063120152
pub.1046538491,pub.1060752635
pub.1046538491,pub.1063122392
pub.1046538491,pub.1046008999
pub.1046538491,pub.1015497770
pub.1046538491,pub.1018918550
pub.1046538491,pub.1060808533
pub.1046538491,pub.1018080195
pub.1046538491,pub.1032962510
pub.1046538491,pub.1050396810
pub.1046538491,pub.1032665220
pub.1046538491,pub.1060602374
pub.1046538491,pub.1010679858
pub.1046538491,pub.1023523435
pub.1046538491,pub.1063123625
pub.1046538491,pub.1047128704
pub.1046538491,pub.1063120495
pub.1046538491,pub.1063126430
pub.1046538491,pub.1060834931
pub.1046538491,pub.1049254534
pub.1046538491,pub.1027228079
pub.1046538491,pub.1017479780
pub.1046538491,pub.1014616029
pub.1046538491,pub.1062449107
pub.1046538491,pub.1060831345
pub.1046538491,pub.1060794778
pub.1046538491,pub.1011015297
pub.1046538491,pub.1027111801
pub.1046538491,pub.1008268946
pub.1046538491,pub.1044790681
pub.1046538491,pub.1062458510
pub.1046538491,pub.1060807664
pub.1046538491,pub.1003682197
pub.1046538491,pub.1063122987
pub.1046538491,pub.1043890038
pub.1046538491,pub.1019385726
pub.1046538491,pub.1018182723
pub.1046538491,pub.1023778231
pub.1046538491,pub.1034998971
pub.1046538491,pub.1060821356
pub.1046538491,pub.1060599322
pub.1046538491,pub.1060759376
pub.1046538491,pub.1024216711
pub.1046538491,pub.1011039931
pub.1046538491,pub.1004029618
pub.1046538491,pub.1047362601
pub.1046538491,pub.1060839218
pub.1046538491,pub.1062461643
pub.1046538491,pub.1020745542
pub.1046538491,pub.1000469990
pub.1046538491,pub.1032725171
pub.1046538491,pub.1060787673
pub.1046538491,pub.1044407724
pub.1046538491,pub.1029099212
pub.1046538491,pub.1013507875
pub.1046538491,pub.1014344396
pub.1046538491,pub.1003098741
pub.1046538491,pub.1063125958
pub.1046538491,pub.1007215987
pub.1046538491,pub.1060564456
pub.1046538491,pub.1060839611
pub.1046538491,pub.1060811996
pub.1046538491,pub.1060601778
pub.1046538491,pub.1060790236
pub.1046538491,pub.1063121479
pub.1046538491,pub.1006535728
pub.1046538491,pub.1025297406
pub.1046538491,pub.1060790616
pub.1046538491,pub.1063115614
pub.1046538491,pub.1060564457
pub.1046538491,pub.1049421767
pub.1046538491,pub.1060535604
pub.1046538491,pub.1060564013
pub.1046538491,pub.1060580719
pub.1046144410,pub.1025529306
pub.1046144410,pub.1060760518
pub.1046144410,pub.1020156104
pub.1046144410,pub.1073829584
pub.1046144410,pub.1045619649
pub.1046144410,pub.1049713451
pub.1046144410,pub.1005335479
pub.1046144410,pub.1022690485
pub.1046144410,pub.1006457434
pub.1046144410,pub.1003655861
pub.1046144410,pub.1060647924
pub.1046144410,pub.1041309481
pub.1046144410,pub.1031650305
pub.1046144410,pub.1047734086
pub.1046144410,pub.1062464469
pub.1046144410,pub.1029405800
pub.1046144410,pub.1073830257
pub.1046144410,pub.1019280285
pub.1046144410,pub.1011444490
pub.1046144410,pub.1060766854
pub.1046144410,pub.1034788857
pub.1045806402,pub.1045619649
pub.1045806402,pub.1023203035
pub.1045806402,pub.1013856145
pub.1045806402,pub.1038318000
pub.1045806402,pub.1005335479
pub.1045806402,pub.1060645929
pub.1045806402,pub.1052086099
pub.1045806402,pub.1046587968
pub.1045806402,pub.1030110181
pub.1045806402,pub.1039714305
pub.1045806402,pub.1063125719
pub.1045806402,pub.1047483646
pub.1045806402,pub.1041309481
pub.1045806402,pub.1049689951
pub.1045806402,pub.1011444490
pub.1045806402,pub.1060647924
pub.1045806402,pub.1062462449
pub.1045806402,pub.1045367915
pub.1045806402,pub.1060649428
pub.1045806402,pub.1019280285
pub.1045715118,pub.1033895707
pub.1045715118,pub.1048798207
pub.1045715118,pub.1060547287
pub.1045715118,pub.1049816664
pub.1045715118,pub.1052480746
pub.1045715118,pub.1032120253
pub.1045715118,pub.1041576847
pub.1045715118,pub.1037884426
pub.1045619649,pub.1019280285
pub.1045619649,pub.1048977183
pub.1045619649,pub.1021027962
pub.1045619649,pub.1060640094
pub.1045619649,pub.1025233600
pub.1045619649,pub.1039728871
pub.1045619649,pub.1019204719
pub.1045619649,pub.1049986442
pub.1045619649,pub.1047734086
pub.1045619649,pub.1014676061
pub.1045619649,pub.1039714305
pub.1045619649,pub.1044215023
pub.1045619649,pub.1041309481
pub.1045619649,pub.1034788857
pub.1045619649,pub.1062464469
pub.1045619649,pub.1045783947
pub.1045291835,pub.1010578667
pub.1045291835,pub.1014676061
pub.1045291835,pub.1062462449
pub.1045291835,pub.1060756481
pub.1045291835,pub.1038307096
pub.1045291835,pub.1051003337
pub.1045291835,pub.1044708389
pub.1045291835,pub.1001726992
pub.1045291835,pub.1022190064
pub.1045291835,pub.1045701250
pub.1045291835,pub.1043767009
pub.1045291835,pub.1043471806
pub.1045291835,pub.1035899593
pub.1045291835,pub.1048281953
pub.1045291835,pub.1044215023
pub.1045291835,pub.1012798739
pub.1045291835,pub.1019204719
pub.1045291835,pub.1007228083
pub.1045145617,pub.1053205362
pub.1045145617,pub.1039122011
pub.1045145617,pub.1016917070
pub.1045145617,pub.1032224765
pub.1045145617,pub.1025419158
pub.1045145617,pub.1062466776
pub.1045145617,pub.1020333737
pub.1045145617,pub.1062449270
pub.1045145617,pub.1021363903
pub.1045145617,pub.1007144486
pub.1045145617,pub.1013095013
pub.1045145617,pub.1003187857
pub.1045145617,pub.1030362865
pub.1045145617,pub.1002830833
pub.1045145617,pub.1019729244
pub.1045145617,pub.1037624168
pub.1045145617,pub.1041283820
pub.1045145617,pub.1003451641
pub.1045145617,pub.1033185801
pub.1045145617,pub.1060756633
pub.1045145617,pub.1062468947
pub.1045145617,pub.1035778153
pub.1045145617,pub.1062462980
pub.1045145617,pub.1035987954
pub.1045145617,pub.1031448134
pub.1045145617,pub.1050585343
pub.1045016085,pub.1011470885
pub.1045016085,pub.1060795609
pub.1045016085,pub.1049254534
pub.1045016085,pub.1033185801
pub.1045016085,pub.1060839611
pub.1045016085,pub.1062568082
pub.1045016085,pub.1002830833
pub.1045016085,pub.1009953966
pub.1045016085,pub.1060520605
pub.1045016085,pub.1037406932
pub.1045016085,pub.1063125658
pub.1045016085,pub.1009418494
pub.1045016085,pub.1062465846
pub.1045016085,pub.1015163419
pub.1044913071,pub.1015909279
pub.1044913071,pub.1006914345
pub.1044913071,pub.1011251069
pub.1044913071,pub.1040157945
pub.1044913071,pub.1041000032
pub.1044913071,pub.1060442902
pub.1044913071,pub.1012520921
pub.1044913071,pub.1051555899
pub.1044913071,pub.1018544858
pub.1044913071,pub.1025028789
pub.1044913071,pub.1012752378
pub.1044913071,pub.1060618341
pub.1044913071,pub.1008134755
pub.1044690430,pub.1043296466
pub.1044690430,pub.1017479780
pub.1044690430,pub.1018760173
pub.1044690430,pub.1020745542
pub.1044690430,pub.1060784329
pub.1044690430,pub.1060758248
pub.1044690430,pub.1063125958
pub.1044690430,pub.1060821356
pub.1044690430,pub.1063124555
pub.1044690430,pub.1060760518
pub.1044429422,pub.1011738856
pub.1044429422,pub.1049254534
pub.1044429422,pub.1062665595
pub.1044429422,pub.1049986442
pub.1044429422,pub.1046008999
pub.1044429422,pub.1000659470
pub.1044429422,pub.1060644858
pub.1044429422,pub.1039714305
pub.1044429422,pub.1043759488
pub.1044429422,pub.1063125719
pub.1044429422,pub.1020706736
pub.1044429422,pub.1044215023
pub.1044429422,pub.1073830257
pub.1044429422,pub.1022690485
pub.1044429422,pub.1045619649
pub.1044429422,pub.1034788857
pub.1044429422,pub.1052428141
pub.1044429422,pub.1029405800
pub.1044429422,pub.1060766353
pub.1044429422,pub.1032962510
pub.1044429422,pub.1046144410
pub.1044429422,pub.1060647924
pub.1044429422,pub.1016638503
pub.1044429422,pub.1060763430
pub.1044429422,pub.1020156104
pub.1044172691,pub.1035970989
pub.1044172691,pub.1023850316
pub.1044172691,pub.1021819724
pub.1044172691,pub.1019584874
pub.1044168653,pub.1032974238
pub.1044168653,pub.1060839611
pub.1044168653,pub.1002246605
pub.1044168653,pub.1016637347
pub.1044168653,pub.1000894943
pub.1044168653,pub.1060548653
pub.1044168653,pub.1062533830
pub.1043671410,pub.1060641200
pub.1043671410,pub.1022629749
pub.1043671410,pub.1036263712
pub.1043671410,pub.1060765049
pub.1043590960,pub.1005335479
pub.1043590960,pub.1052482923
pub.1043590960,pub.1047734086
pub.1043590960,pub.1009793917
pub.1043590960,pub.1040215643
pub.1043590960,pub.1051959468
pub.1043590960,pub.1050183346
pub.1043590960,pub.1016796689
pub.1043590960,pub.1020929966
pub.1043590960,pub.1036864685
pub.1043590960,pub.1013203845
pub.1043590960,pub.1027150247
pub.1043590960,pub.1002442285
pub.1043590960,pub.1043759488
pub.1043590960,pub.1028431217
pub.1043590960,pub.1018265260
pub.1043590960,pub.1010389576
pub.1043590960,pub.1051024548
pub.1043590960,pub.1016369713
pub.1043590960,pub.1020529627
pub.1043590960,pub.1060839416
pub.1043590960,pub.1000117223
pub.1043590960,pub.1051128314
pub.1043590960,pub.1009264669
pub.1043590960,pub.1004950974
pub.1043590960,pub.1002441529
pub.1043590960,pub.1046854627
pub.1043523728,pub.1030849942
pub.1043523728,pub.1001511272
pub.1043523728,pub.1037490653
pub.1043523728,pub.1013203845
pub.1043523728,pub.1047734086
pub.1043523728,pub.1041080891
pub.1043523728,pub.1025611651
pub.1043496935,pub.1049254534
pub.1043496935,pub.1049981356
pub.1043496935,pub.1028437047
pub.1043496935,pub.1013340429
pub.1043496935,pub.1022724606
pub.1043496935,pub.1024216711
pub.1043496935,pub.1023807508
pub.1043496935,pub.1045783947
pub.1043496935,pub.1019280285
pub.1043496935,pub.1025983680
pub.1043496935,pub.1036932695
pub.1043496935,pub.1049941904
pub.1043496935,pub.1040555895
pub.1043496935,pub.1009793917
pub.1043496935,pub.1043759488
pub.1043496935,pub.1045619649
pub.1043394774,pub.1000430612
pub.1043394774,pub.1049474701
pub.1043394774,pub.1013494507
pub.1043394774,pub.1060762234
pub.1043394774,pub.1060833469
pub.1043394774,pub.1060520605
pub.1043394774,pub.1035084061
pub.1043394774,pub.1060641638
pub.1043394774,pub.1009418494
pub.1043394774,pub.1060757230
pub.1043394774,pub.1011695768
pub.1043394774,pub.1007465762
pub.1043389657,pub.1024899036
pub.1043389657,pub.1062449270
pub.1043389657,pub.1032061920
pub.1043389657,pub.1003187857
pub.1043389657,pub.1007144486
pub.1043389657,pub.1062568082
pub.1043389657,pub.1017110884
pub.1043389657,pub.1037624168
pub.1043389657,pub.1019729244
pub.1043389657,pub.1038425288
pub.1043389657,pub.1062451075
pub.1043389657,pub.1012053377
pub.1043389657,pub.1038244654
pub.1043389657,pub.1009004672
pub.1043389657,pub.1026014447
pub.1043389657,pub.1062466776
pub.1043389657,pub.1035987954
pub.1043389657,pub.1021673975
pub.1043389657,pub.1045145617
pub.1043389657,pub.1047483646
pub.1043389657,pub.1043767009
pub.1043389657,pub.1020970913
pub.1043389657,pub.1030490520
pub.1043389657,pub.1062553642
pub.1043389657,pub.1005853169
pub.1043389657,pub.1011099155
pub.1043389657,pub.1038829240
pub.1043389657,pub.1030324299
pub.1043389657,pub.1018431813
pub.1043389657,pub.1022504429
pub.1043389657,pub.1051280146
pub.1043389657,pub.1020333737
pub.1043389657,pub.1045026742
pub.1043389657,pub.1060798403
pub.1043389657,pub.1062570267
pub.1043389657,pub.1039122011
pub.1043389657,pub.1046190397
pub.1043389657,pub.1062460179
pub.1043389657,pub.1007270887
pub.1043389657,pub.1039326043
pub.1043389657,pub.1032224765
pub.1043389657,pub.1060839416
pub.1043389657,pub.1003451641
pub.1043389657,pub.1039060951
pub.1043389657,pub.1039586478
pub.1043389657,pub.1060839348
pub.1043389657,pub.1062457268
pub.1043389657,pub.1008436483
pub.1043389657,pub.1044386752
pub.1043389657,pub.1013608344
pub.1043389657,pub.1060759113
pub.1043389657,pub.1060819099
pub.1043389657,pub.1028563078
pub.1043389657,pub.1034050152
pub.1043389657,pub.1062462980
pub.1043389657,pub.1001496898
pub.1043389657,pub.1050585343
pub.1043389657,pub.1018896873
pub.1043389657,pub.1013095013
pub.1043389657,pub.1025956934
pub.1043389657,pub.1043299160
pub.1043389657,pub.1021363903
pub.1043389657,pub.1026979958
pub.1043389657,pub.1030362865
pub.1043389657,pub.1025419158
pub.1043389657,pub.1041283820
pub.1043265958,pub.1020634944
pub.1043265958,pub.1012657873
pub.1043265958,pub.1052851990
pub.1043265958,pub.1060810814
pub.1043265958,pub.1000787694
pub.1043265958,pub.1022721977
pub.1043265958,pub.1001924692
pub.1043265958,pub.1051605033
pub.1043265958,pub.1006678973
pub.1043265958,pub.1053379289
pub.1043265958,pub.1042039347
pub.1043265958,pub.1062461775
pub.1043265958,pub.1043106298
pub.1043265958,pub.1006891246
pub.1043265958,pub.1032537287
pub.1042958631,pub.1025190661
pub.1042958631,pub.1005287083
pub.1042958631,pub.1063125658
pub.1042958631,pub.1023807508
pub.1042958631,pub.1048977183
pub.1042958631,pub.1040142496
pub.1042958631,pub.1039728871
pub.1042958631,pub.1007724586
pub.1042958631,pub.1017198879
pub.1042958631,pub.1024168524
pub.1042958631,pub.1049981356
pub.1042958631,pub.1019496198
pub.1042958631,pub.1041567331
pub.1042958631,pub.1048679046
pub.1042958631,pub.1030335988
pub.1042958631,pub.1010470030
pub.1042958631,pub.1029881791
pub.1042958631,pub.1050079954
pub.1042958631,pub.1015428324
pub.1042958631,pub.1060757630
pub.1042958631,pub.1007228083
pub.1042958631,pub.1039714305
pub.1042958631,pub.1046001976
pub.1042958631,pub.1032475624
pub.1042958631,pub.1019083675
pub.1042958631,pub.1063125653
pub.1042958631,pub.1010679858
pub.1042958631,pub.1002442285
pub.1042958631,pub.1023597969
pub.1042958631,pub.1011091198
pub.1042958631,pub.1060839434
pub.1042958631,pub.1009357172
pub.1042958631,pub.1046023433
pub.1042958631,pub.1028591591
pub.1042958631,pub.1051003337
pub.1042958631,pub.1013627702
pub.1042958631,pub.1037846645
pub.1042958631,pub.1009118567
pub.1042958631,pub.1009264669
pub.1042958631,pub.1022724606
pub.1042958631,pub.1043767009
pub.1042958631,pub.1014454315
pub.1042958631,pub.1050847462
pub.1042958631,pub.1014676061
pub.1042958631,pub.1010815349
pub.1042958631,pub.1062565325
pub.1042958631,pub.1029405800
pub.1042958631,pub.1031325040
pub.1042958631,pub.1003682197
pub.1042958631,pub.1049268022
pub.1042958631,pub.1001017397
pub.1042958631,pub.1044742116
pub.1042958631,pub.1045154859
pub.1042958631,pub.1018557548
pub.1042958631,pub.1029435070
pub.1042958631,pub.1021921729
pub.1042958631,pub.1060839577
pub.1042958631,pub.1035975758
pub.1042958631,pub.1025233600
pub.1042958631,pub.1013241956
pub.1042958631,pub.1060758277
pub.1042958631,pub.1017307748
pub.1042958631,pub.1040765310
pub.1042958631,pub.1033253116
pub.1042958631,pub.1031601500
pub.1042958631,pub.1049986442
pub.1042958631,pub.1060629606
pub.1042958631,pub.1053412299
pub.1042958631,pub.1036932695
pub.1042958631,pub.1042346523
pub.1042958631,pub.1044405990
pub.1042958631,pub.1021673975
pub.1042958631,pub.1060627356
pub.1042958631,pub.1019204719
pub.1042958631,pub.1040663835
pub.1042958631,pub.1040513967
pub.1042958631,pub.1044050722
pub.1042958631,pub.1047103772
pub.1042958631,pub.1020929966
pub.1042958631,pub.1012798739
pub.1042958631,pub.1043296466
pub.1042958631,pub.1060807001
pub.1042958631,pub.1060759932
pub.1042958631,pub.1062462449
pub.1042958631,pub.1014716738
pub.1042958631,pub.1022733138
pub.1042958631,pub.1040951971
pub.1042958631,pub.1039060951
pub.1042958631,pub.1052977801
pub.1042958631,pub.1000848562
pub.1042958631,pub.1013530882
pub.1042958631,pub.1019828362
pub.1042958631,pub.1022292478
pub.1042958631,pub.1013340429
pub.1042958631,pub.1017437335
pub.1042958631,pub.1048343666
pub.1042958631,pub.1063123943
pub.1042958631,pub.1027287593
pub.1042958631,pub.1025029935
pub.1042958631,pub.1009430824
pub.1042958631,pub.1037490653
pub.1042958631,pub.1029436098
pub.1042958631,pub.1022245991
pub.1042958631,pub.1051815701
pub.1042958631,pub.1041768166
pub.1042958631,pub.1039864030
pub.1042958631,pub.1004772045
pub.1042958631,pub.1042985675
pub.1042958631,pub.1020503210
pub.1042958631,pub.1049254534
pub.1042958631,pub.1029099212
pub.1042958631,pub.1000291381
pub.1042958631,pub.1016861761
pub.1042958631,pub.1002347375
pub.1042958631,pub.1028437047
pub.1042958631,pub.1021979139
pub.1042958631,pub.1050038644
pub.1042958631,pub.1044684908
pub.1042958631,pub.1010824661
pub.1042958631,pub.1025067238
pub.1042958631,pub.1040754596
pub.1042958631,pub.1038307096
pub.1042958631,pub.1006495339
pub.1042958631,pub.1027151885
pub.1042958631,pub.1007215987
pub.1042958631,pub.1062466776
pub.1042958631,pub.1003655861
pub.1042958631,pub.1041622713
pub.1042958631,pub.1035524265
pub.1042958631,pub.1037247365
pub.1042958631,pub.1009953966
pub.1042958631,pub.1063125719
pub.1042958631,pub.1060784329
pub.1042958631,pub.1038551600
pub.1042958631,pub.1026930310
pub.1042958631,pub.1051631626
pub.1042958631,pub.1018018483
pub.1042958631,pub.1034522042
