id,year,cumulative_citations
pub.1060591893,2018,25
pub.1044957494,1999,1
pub.1044957494,2000,2
pub.1044957494,2001,6
pub.1044957494,2002,8
pub.1044957494,2003,11
pub.1044957494,2008,12
pub.1044957494,2016,13
pub.1044957494,2018,14
pub.1044957494,2024,15
pub.1063116700,1998,1
pub.1063116700,2001,2
pub.1060592217,1999,1
pub.1060592217,2000,2
pub.1060592217,2001,4
pub.1060592217,2010,5
pub.1060592217,2012,6
pub.1060592217,2013,7
pub.1060592217,2019,8
pub.1060592217,2020,9
pub.1062563522,1999,3
pub.1062563522,2000,8
pub.1062563522,2001,10
pub.1062563522,2002,14
pub.1062563522,2003,18
pub.1062563522,2004,23
pub.1062563522,2006,24
pub.1062563522,2007,25
pub.1062563522,2010,26
pub.1062563522,2013,28
pub.1062563522,2016,29
pub.1062563522,2020,31
pub.1058126943,1996,2
pub.1058126943,1998,3
pub.1058126943,1999,4
pub.1058126943,2005,5
pub.1058126943,2007,6
pub.1058126943,2009,7
pub.1012925729,1998,1
pub.1012925729,2000,2
pub.1012925729,2001,10
pub.1012925729,2002,11
pub.1012925729,2003,13
pub.1012925729,2004,14
pub.1012925729,2007,15
pub.1012925729,2009,16
pub.1012925729,2017,17
pub.1044781636,1998,2
pub.1044781636,1999,4
pub.1044781636,2000,6
pub.1044781636,2003,7
pub.1044781636,2007,8
pub.1044781636,2008,9
pub.1044781636,2010,10
pub.1044781636,2011,11
pub.1044781636,2013,12
pub.1044781636,2016,13
pub.1044781636,2018,14
pub.1044781636,2019,15
pub.1033092229,1996,1
pub.1033092229,2002,2
pub.1033092229,2005,3
pub.1033092229,2008,4
pub.1033092229,2009,5
pub.1033092229,2021,6
pub.1062941865,1999,1
pub.1062941865,2000,8
pub.1062941865,2001,12
pub.1062941865,2002,16
pub.1062941865,2003,18
pub.1062941865,2004,20
pub.1062941865,2005,22
pub.1062941865,2006,23
pub.1062941865,2008,25
pub.1062941865,2009,26
pub.1062941865,2010,27
pub.1062941865,2015,28
pub.1062941865,2021,30
pub.1063115614,1998,1
pub.1063115614,2006,2
pub.1063115614,2007,3
pub.1063115614,2009,4
pub.1063115614,2011,5
pub.1063115614,2015,6
pub.1063115614,2017,7
pub.1060810337,1998,1
pub.1060810337,2002,2
pub.1060810337,2005,3
pub.1060800908,1998,1
pub.1060800908,2002,2
pub.1040898799,1998,1
pub.1040898799,2001,2
pub.1040898799,2002,3
pub.1040898799,2003,5
pub.1040898799,2007,6
pub.1040898799,2015,7
pub.1060584820,1998,1
pub.1060584820,2001,3
pub.1060584820,2006,4
pub.1060441444,1998,1
pub.1060531540,1998,1
pub.1060570751,1998,1
pub.1060570751,2002,2
pub.1060575945,1998,1
pub.1060575945,2000,2
pub.1060575945,2001,3
pub.1060575945,2003,5
pub.1060575945,2005,6
pub.1049286112,1997,1
pub.1049286112,2000,4
pub.1049286112,2001,7
pub.1049286112,2002,9
pub.1049286112,2003,13
pub.1049286112,2004,17
pub.1049286112,2006,20
pub.1049286112,2007,23
pub.1049286112,2008,28
pub.1049286112,2009,30
pub.1049286112,2010,33
pub.1049286112,2011,37
pub.1049286112,2013,38
pub.1049286112,2014,40
pub.1049286112,2015,43
pub.1049286112,2016,46
pub.1049286112,2017,48
pub.1049286112,2018,50
pub.1049286112,2019,51
pub.1049286112,2020,55
pub.1049286112,2021,60
pub.1049286112,2022,71
pub.1049286112,2023,74
pub.1049286112,2024,76
pub.1039803513,1999,1
pub.1039803513,2000,2
pub.1039803513,2001,4
pub.1039803513,2003,5
pub.1039803513,2008,6
pub.1023858578,1999,1
pub.1023858578,2000,3
pub.1023858578,2002,4
pub.1023858578,2003,8
pub.1023858578,2004,10
pub.1023858578,2005,12
pub.1023858578,2010,13
pub.1023858578,2011,15
pub.1063117559,1999,2
pub.1063117559,2000,4
pub.1063117559,2001,7
pub.1063117559,2002,10
pub.1063117559,2003,15
pub.1063117559,2004,17
pub.1063117559,2005,20
pub.1063117559,2006,22
pub.1063117559,2008,23
pub.1063117559,2010,24
pub.1063117559,2011,27
pub.1063117559,2013,28
pub.1063117560,1999,2
pub.1063117560,2000,3
pub.1063117560,2001,6
pub.1063117560,2002,9
pub.1063117560,2003,13
pub.1063117560,2004,15
pub.1063117560,2005,18
pub.1063117560,2006,20
pub.1063117560,2008,21
pub.1063117560,2010,22
pub.1063117560,2011,25
pub.1034058185,1999,1
pub.1034058185,2005,2
pub.1034058185,2006,3
pub.1060814149,1997,1
pub.1060588219,1999,1
pub.1060588219,2021,2
pub.1060819716,1999,1
pub.1023065107,1996,1
pub.1023065107,1999,2
pub.1023065107,2010,3
pub.1023065107,2015,5
pub.1023065107,2016,6
pub.1023065107,2019,7
pub.1023065107,2020,8
pub.1023065107,2023,9
pub.1035353429,1998,1
pub.1035353429,1999,2
pub.1035353429,2000,6
pub.1035353429,2001,10
pub.1035353429,2002,14
pub.1035353429,2003,16
pub.1035353429,2004,18
pub.1035353429,2006,19
pub.1035353429,2007,20
pub.1035353429,2018,21
pub.1035353429,2019,22
pub.1035353429,2022,23
pub.1035353429,2023,24
pub.1032724845,1999,1
pub.1032724845,2000,2
pub.1032724845,2001,3
pub.1032724845,2003,4
pub.1032724845,2005,6
pub.1032724845,2006,8
pub.1032724845,2007,9
pub.1032724845,2011,10
pub.1032724845,2015,11
pub.1060584851,1999,1
pub.1060584851,2002,3
pub.1060584851,2024,4
pub.1060579659,1999,1
pub.1060579659,2001,2
pub.1060579659,2004,3
pub.1060579659,2005,4
pub.1060584594,1998,1
pub.1060584594,1999,2
pub.1060584594,2000,3
pub.1060584594,2001,5
pub.1060584594,2002,6
pub.1060584594,2006,7
pub.1060584594,2009,8
pub.1063043195,1998,1
pub.1049009668,1998,1
pub.1005308545,1998,1
pub.1028068714,1999,1
pub.1028068714,2001,2
pub.1028068714,2002,3
pub.1028068714,2004,4
pub.1060580096,1998,1
pub.1060580096,2001,2
pub.1060580096,2002,3
pub.1060580096,2007,4
pub.1060580096,2018,5
pub.1060580096,2019,6
pub.1109394578,1998,1
pub.1015887491,1998,1
pub.1015887491,2000,3
pub.1015887491,2001,4
pub.1015887491,2002,5
pub.1034913629,1999,1
pub.1034913629,2000,5
pub.1034913629,2002,6
pub.1034913629,2004,7
pub.1034913629,2006,8
pub.1003526247,1999,1
pub.1003526247,2000,3
pub.1003526247,2001,5
pub.1003526247,2002,7
pub.1003526247,2003,9
pub.1003526247,2004,10
pub.1003526247,2005,11
pub.1003526247,2006,13
pub.1003526247,2007,15
pub.1003526247,2009,16
pub.1017669996,1999,1
pub.1017669996,2001,2
pub.1017669996,2014,3
pub.1019882359,1999,1
pub.1060809774,1999,1
pub.1060809774,2014,2
pub.1060839416,1999,1
pub.1060839416,2000,4
pub.1060839416,2001,7
pub.1060839416,2002,13
pub.1060839416,2003,19
pub.1060839416,2004,23
pub.1060839416,2005,30
pub.1060839416,2006,33
pub.1060839416,2007,39
pub.1060839416,2008,45
pub.1060839416,2009,46
pub.1060839416,2010,49
pub.1060839416,2011,51
pub.1060839416,2012,57
pub.1060839416,2013,60
pub.1060839416,2014,63
pub.1060839416,2015,67
pub.1060839416,2016,71
pub.1060839416,2017,72
pub.1060839416,2018,80
pub.1060839416,2019,83
pub.1060839416,2020,92
pub.1060839416,2021,101
pub.1060839416,2022,106
pub.1060839416,2023,107
pub.1060839416,2024,110
pub.1031371059,1998,1
pub.1031371059,2002,2
pub.1031371059,2007,3
pub.1014795073,1998,1
pub.1062941037,1996,1
pub.1062941037,2001,2
pub.1062941037,2002,3
pub.1060580779,1999,1
pub.1060580779,2002,3
pub.1060580779,2008,5
pub.1060580779,2019,6
pub.1034389729,1996,1
pub.1030198602,2001,1
pub.1030198602,2002,3
pub.1030198602,2005,4
pub.1030198602,2014,5
pub.1048867505,2002,1
pub.1048867505,2003,2
pub.1048867505,2007,3
pub.1037264190,2000,3
pub.1037264190,2002,4
pub.1000541035,2000,3
pub.1000541035,2002,4
pub.1000541035,2003,5
pub.1000541035,2005,6
pub.1000541035,2006,7
pub.1026700519,2000,1
pub.1026700519,2001,2
pub.1026700519,2002,4
pub.1026700519,2007,5
pub.1026700519,2014,6
pub.1039436334,2000,1
pub.1039436334,2002,3
pub.1039436334,2003,4
pub.1039436334,2014,5
pub.1039436334,2016,6
pub.1043281852,2001,3
pub.1043281852,2002,8
pub.1043281852,2003,14
pub.1043281852,2010,15
pub.1043281852,2015,16
pub.1043281852,2017,17
pub.1043281852,2024,18
pub.1063118964,2001,1
pub.1063118964,2002,3
pub.1063118964,2003,6
pub.1063118964,2004,7
pub.1063118964,2007,8
pub.1063118964,2008,9
pub.1063118964,2011,10
pub.1063118964,2013,12
pub.1063118964,2014,13
pub.1063118964,2019,14
pub.1007744237,2001,3
pub.1007744237,2002,6
pub.1007744237,2003,11
pub.1007744237,2004,12
pub.1007744237,2006,14
pub.1007744237,2011,15
pub.1007744237,2012,16
pub.1007744237,2013,17
pub.1007744237,2015,18
pub.1007744237,2017,19
pub.1007744237,2019,20
pub.1007744237,2021,21
pub.1004994284,2002,4
pub.1004994284,2003,8
pub.1004994284,2004,10
pub.1004994284,2011,11
pub.1004994284,2012,12
pub.1004994284,2013,13
pub.1004994284,2014,14
pub.1004994284,2015,16
pub.1004994284,2016,17
pub.1004994284,2019,18
pub.1004994284,2020,20
pub.1038629071,2000,4
pub.1038629071,2002,6
pub.1038629071,2003,9
pub.1038629071,2018,10
pub.1038629071,2019,11
pub.1050132786,2001,1
pub.1050132786,2002,2
pub.1050132786,2003,3
pub.1050132786,2004,4
pub.1050132786,2015,5
pub.1060819874,2000,4
pub.1060819874,2001,6
pub.1060819874,2002,7
pub.1060819874,2003,11
pub.1060819874,2004,12
pub.1060819874,2006,13
pub.1060819874,2011,14
pub.1060819874,2013,15
pub.1060819874,2015,16
pub.1060819874,2020,17
pub.1003442052,2001,4
pub.1003442052,2002,11
pub.1003442052,2003,17
pub.1003442052,2004,23
pub.1003442052,2005,30
pub.1003442052,2006,33
pub.1003442052,2007,35
pub.1003442052,2008,40
pub.1003442052,2009,41
pub.1003442052,2010,42
pub.1003442052,2011,44
pub.1003442052,2013,45
pub.1003442052,2015,46
pub.1003442052,2016,48
pub.1003442052,2017,49
pub.1003442052,2019,50
pub.1003442052,2020,51
pub.1003442052,2022,52
pub.1003442052,2024,53
pub.1060599322,2001,5
pub.1060599322,2002,10
pub.1060599322,2003,13
pub.1060599322,2004,15
pub.1060599322,2005,18
pub.1060599322,2007,19
pub.1060599322,2009,20
pub.1060599322,2011,21
pub.1060599322,2014,22
pub.1060599322,2015,23
pub.1060599322,2019,24
pub.1060599322,2022,25
pub.1004550188,2002,6
pub.1004550188,2003,16
pub.1004550188,2004,23
pub.1004550188,2005,26
pub.1004550188,2006,28
pub.1004550188,2007,33
pub.1004550188,2008,37
pub.1004550188,2009,40
pub.1004550188,2010,41
pub.1004550188,2011,46
pub.1004550188,2012,48
pub.1004550188,2014,49
pub.1004550188,2015,54
pub.1004550188,2017,56
pub.1004550188,2018,57
pub.1004550188,2019,67
pub.1004550188,2020,73
pub.1004550188,2021,77
pub.1004550188,2022,80
pub.1004550188,2023,82
pub.1004550188,2024,83
pub.1046008999,2000,1
pub.1046008999,2001,17
pub.1046008999,2002,29
pub.1046008999,2003,44
pub.1046008999,2004,55
pub.1046008999,2005,61
pub.1046008999,2006,64
pub.1046008999,2007,70
pub.1046008999,2008,75
pub.1046008999,2009,80
pub.1046008999,2010,83
pub.1046008999,2011,89
pub.1046008999,2012,91
pub.1046008999,2013,92
pub.1046008999,2014,93
pub.1046008999,2015,98
pub.1046008999,2016,100
pub.1046008999,2017,102
pub.1046008999,2018,103
pub.1046008999,2019,113
pub.1046008999,2020,121
pub.1046008999,2021,123
pub.1046008999,2022,124
pub.1046008999,2023,126
pub.1046008999,2024,128
pub.1015497770,2001,3
pub.1015497770,2002,8
pub.1015497770,2003,10
pub.1015497770,2004,11
pub.1015497770,2007,12
pub.1015497770,2008,13
pub.1015497770,2009,14
pub.1015497770,2011,15
pub.1015497770,2014,16
pub.1015497770,2015,17
pub.1015497770,2020,18
pub.1015497770,2022,19
pub.1060601458,2001,1
pub.1060601458,2002,3
pub.1060601458,2005,4
pub.1060601458,2008,5
pub.1060601458,2009,6
pub.1060601458,2011,8
pub.1060601458,2014,9
pub.1060601458,2019,11
pub.1060601458,2021,12
pub.1032376855,2001,2
pub.1032376855,2002,5
pub.1032376855,2003,6
pub.1032376855,2004,7
pub.1032376855,2009,8
pub.1032376855,2019,10
pub.1063119648,2002,2
pub.1063119648,2004,3
pub.1063119648,2008,4
pub.1063119648,2009,6
pub.1063119648,2017,7
pub.1063119648,2019,8
pub.1026859950,2001,6
pub.1026859950,2002,15
pub.1026859950,2003,22
pub.1026859950,2004,24
pub.1026859950,2005,25
pub.1026859950,2008,27
pub.1026859950,2009,28
pub.1026859950,2012,29
pub.1026859950,2015,32
pub.1026859950,2016,35
pub.1026859950,2017,36
pub.1026859950,2019,37
pub.1026859950,2022,39
pub.1026859950,2023,40
pub.1026859950,2024,41
pub.1015374889,2001,1
pub.1015374889,2002,10
pub.1015374889,2003,15
pub.1015374889,2004,16
pub.1015374889,2005,18
pub.1015374889,2006,19
pub.1015374889,2007,21
pub.1015374889,2008,22
pub.1015374889,2009,23
pub.1015374889,2011,24
pub.1015374889,2015,25
pub.1020357866,2001,7
pub.1020357866,2002,15
pub.1020357866,2003,20
pub.1020357866,2004,22
pub.1020357866,2006,24
pub.1020357866,2008,25
pub.1020357866,2009,27
pub.1020357866,2013,29
pub.1020357866,2016,30
pub.1020357866,2019,31
pub.1020357866,2024,32
pub.1035084061,2001,27
pub.1035084061,2002,46
pub.1035084061,2003,59
pub.1035084061,2004,64
pub.1035084061,2005,68
pub.1035084061,2006,72
pub.1035084061,2007,77
pub.1035084061,2008,79
pub.1035084061,2009,80
pub.1035084061,2010,81
pub.1035084061,2012,83
pub.1035084061,2013,88
pub.1035084061,2014,91
pub.1035084061,2015,92
pub.1035084061,2016,96
pub.1035084061,2017,97
pub.1035084061,2019,99
pub.1035084061,2020,100
pub.1035084061,2021,104
pub.1035084061,2022,106
pub.1035084061,2023,108
pub.1035084061,2024,110
pub.1004589370,2001,1
pub.1004589370,2002,6
pub.1004589370,2003,12
pub.1004589370,2004,13
pub.1004589370,2005,15
pub.1004589370,2006,17
pub.1004589370,2007,18
pub.1004589370,2008,21
pub.1004589370,2013,22
pub.1007280062,2001,43
pub.1007280062,2002,56
pub.1007280062,2003,68
pub.1007280062,2004,69
pub.1007280062,2006,70
pub.1007280062,2008,71
pub.1007280062,2009,73
pub.1007280062,2010,74
pub.1007280062,2013,75
pub.1007280062,2016,77
pub.1007280062,2019,79
pub.1007280062,2022,80
pub.1007280062,2023,81
pub.1007280062,2024,82
pub.1030850999,2001,1
pub.1030850999,2002,14
pub.1030850999,2003,19
pub.1030850999,2004,21
pub.1030850999,2005,24
pub.1030850999,2006,26
pub.1030850999,2007,27
pub.1030850999,2008,29
pub.1030850999,2009,30
pub.1030850999,2013,31
pub.1030850999,2015,33
pub.1030850999,2016,34
pub.1030850999,2018,35
pub.1030850999,2019,36
pub.1030850999,2020,37
pub.1060602374,2002,3
pub.1060602374,2003,9
pub.1060602374,2004,14
pub.1060602374,2005,16
pub.1060602374,2006,17
pub.1060602374,2007,19
pub.1060602374,2008,20
pub.1060602374,2009,23
pub.1060602374,2010,24
pub.1060602374,2011,25
pub.1060602374,2012,28
pub.1060602374,2015,29
pub.1060602374,2016,31
pub.1060602374,2017,32
pub.1060602374,2018,33
pub.1060602374,2020,34
pub.1032725171,2002,2
pub.1032725171,2003,4
pub.1032725171,2004,6
pub.1032725171,2005,8
pub.1032725171,2007,9
pub.1032725171,2008,10
pub.1032725171,2009,11
pub.1032725171,2011,12
pub.1032725171,2012,13
pub.1032725171,2015,14
pub.1032725171,2016,16
pub.1032725171,2019,17
pub.1032725171,2020,18
pub.1063126430,2002,2
pub.1063126430,2003,5
pub.1063126430,2004,10
pub.1063126430,2005,11
pub.1063126430,2007,12
pub.1063126430,2009,14
pub.1063126430,2015,15
pub.1063126430,2017,16
pub.1063126430,2021,17
pub.1046382030,2002,2
pub.1046382030,2003,4
pub.1046382030,2012,5
pub.1046382030,2019,6
pub.1039314436,2001,3
pub.1039314436,2002,8
pub.1039314436,2003,13
pub.1039314436,2004,14
pub.1039314436,2006,15
pub.1039314436,2011,16
pub.1039314436,2012,17
pub.1039314436,2013,18
pub.1039314436,2015,19
pub.1039314436,2017,20
pub.1039314436,2019,22
pub.1039314436,2020,24
pub.1039314436,2021,25
pub.1000153936,2002,2
pub.1000153936,2003,4
pub.1000153936,2019,5
pub.1021441235,2001,1
pub.1021441235,2002,3
pub.1021441235,2003,5
pub.1021441235,2004,7
pub.1021441235,2007,8
pub.1021441235,2011,9
pub.1021441235,2012,11
pub.1021441235,2019,12
pub.1021441235,2020,13
pub.1063120377,2002,1
pub.1063120377,2003,3
pub.1063120377,2004,4
pub.1063120377,2008,5
pub.1063120377,2011,6
pub.1063120377,2013,8
pub.1063120377,2014,9
pub.1063120377,2016,10
pub.1063120377,2019,11
pub.1060821356,2001,18
pub.1060821356,2002,26
pub.1060821356,2003,39
pub.1060821356,2004,51
pub.1060821356,2005,54
pub.1060821356,2006,57
pub.1060821356,2007,64
pub.1060821356,2008,69
pub.1060821356,2009,70
pub.1060821356,2010,71
pub.1060821356,2011,72
pub.1060821356,2012,75
pub.1060821356,2013,76
pub.1060821356,2014,78
pub.1060821356,2015,80
pub.1060821356,2016,81
pub.1060821356,2017,84
pub.1060821356,2018,86
pub.1060821356,2020,88
pub.1027228079,2001,12
pub.1027228079,2002,17
pub.1027228079,2003,22
pub.1027228079,2004,33
pub.1027228079,2005,35
pub.1027228079,2006,38
pub.1027228079,2007,43
pub.1027228079,2008,45
pub.1027228079,2009,46
pub.1027228079,2011,47
pub.1027228079,2012,48
pub.1027228079,2015,50
pub.1027228079,2016,51
pub.1027228079,2017,52
pub.1027228079,2018,53
pub.1027228079,2019,54
pub.1031976138,2000,1
pub.1031976138,2002,3
pub.1031976138,2003,4
pub.1031976138,2004,5
pub.1031976138,2007,6
pub.1018760173,2001,8
pub.1018760173,2002,14
pub.1018760173,2003,24
pub.1018760173,2004,33
pub.1018760173,2005,41
pub.1018760173,2006,43
pub.1018760173,2007,48
pub.1018760173,2008,57
pub.1018760173,2009,58
pub.1018760173,2010,59
pub.1018760173,2011,61
pub.1018760173,2012,63
pub.1018760173,2013,67
pub.1018760173,2014,68
pub.1018760173,2015,70
pub.1018760173,2016,73
pub.1018760173,2017,75
pub.1018760173,2018,76
pub.1018760173,2019,77
pub.1018760173,2021,79
pub.1018760173,2024,80
pub.1023305192,2001,2
pub.1023305192,2002,6
pub.1023305192,2003,10
pub.1023305192,2004,13
pub.1023305192,2005,19
pub.1023305192,2006,20
pub.1023305192,2007,23
pub.1023305192,2008,25
pub.1023305192,2009,26
pub.1023305192,2010,27
pub.1023305192,2013,28
pub.1023305192,2017,29
pub.1023305192,2021,30
pub.1023305192,2023,31
pub.1063119009,2002,1
pub.1063119009,2003,3
pub.1063119009,2004,4
pub.1063119009,2005,5
pub.1063119009,2006,6
pub.1063119009,2007,7
pub.1063119009,2008,9
pub.1063119009,2009,10
pub.1063119009,2014,11
pub.1063119009,2016,12
pub.1063119744,2002,2
pub.1063119744,2003,4
pub.1063119744,2004,7
pub.1063119744,2005,8
pub.1063119744,2006,9
pub.1063119744,2007,12
pub.1063119744,2008,13
pub.1063119744,2009,14
pub.1040770004,2001,6
pub.1040770004,2002,13
pub.1040770004,2003,18
pub.1040770004,2004,26
pub.1040770004,2005,34
pub.1040770004,2006,37
pub.1040770004,2007,40
pub.1040770004,2008,43
pub.1040770004,2009,44
pub.1040770004,2010,45
pub.1040770004,2011,46
pub.1040770004,2013,48
pub.1040770004,2015,49
pub.1040770004,2017,50
pub.1040770004,2018,51
pub.1040770004,2019,52
pub.1015615416,2001,4
pub.1015615416,2002,6
pub.1015615416,2003,9
pub.1015615416,2004,13
pub.1015615416,2005,14
pub.1015615416,2006,15
pub.1015615416,2007,16
pub.1018918550,2001,4
pub.1018918550,2002,5
pub.1018918550,2003,8
pub.1018918550,2004,16
pub.1018918550,2006,17
pub.1018918550,2008,19
pub.1018918550,2009,20
pub.1018918550,2011,22
pub.1018918550,2015,23
pub.1018918550,2016,24
pub.1044153921,2001,2
pub.1044153921,2002,3
pub.1044153921,2003,7
pub.1044153921,2004,13
pub.1044153921,2005,14
pub.1044153921,2006,15
pub.1044153921,2008,16
pub.1044153921,2009,17
pub.1044153921,2010,18
pub.1044153921,2015,19
pub.1044153921,2017,20
pub.1060594435,2000,5
pub.1060594435,2001,8
pub.1060594435,2002,9
pub.1063118168,2001,2
pub.1063118168,2002,4
pub.1063118168,2003,5
pub.1063118168,2008,6
pub.1041000032,2001,1
pub.1041000032,2002,4
pub.1041000032,2003,5
pub.1041000032,2008,6
pub.1041000032,2014,8
pub.1041000032,2015,9
pub.1041000032,2019,10
pub.1004675270,2001,2
pub.1004675270,2002,3
pub.1004675270,2003,6
pub.1004675270,2004,9
pub.1004675270,2005,10
pub.1004675270,2006,11
pub.1004675270,2007,13
pub.1004675270,2008,18
pub.1004675270,2009,19
pub.1004675270,2010,20
pub.1004675270,2011,24
pub.1004675270,2012,25
pub.1004675270,2013,28
pub.1004675270,2014,29
pub.1004675270,2017,30
pub.1004675270,2021,33
pub.1004675270,2022,35
pub.1004675270,2024,36
pub.1001504830,2001,1
pub.1001504830,2003,3
pub.1001504830,2005,4
pub.1001504830,2006,5
pub.1001504830,2007,6
pub.1001504830,2008,8
pub.1001504830,2009,9
pub.1001504830,2010,10
pub.1001504830,2011,11
pub.1001504830,2015,12
pub.1015959026,2000,1
pub.1015959026,2001,3
pub.1015959026,2002,4
pub.1015959026,2003,7
pub.1015959026,2005,9
pub.1015959026,2007,10
pub.1015959026,2010,11
pub.1060593291,2000,3
pub.1060593291,2001,5
pub.1060593291,2003,6
pub.1060593291,2011,7
pub.1021593343,2000,1
pub.1021593343,2001,3
pub.1021593343,2002,4
pub.1021593343,2003,6
pub.1021593343,2004,8
pub.1021593343,2008,9
pub.1021593343,2011,10
pub.1021593343,2019,11
pub.1021593343,2020,12
pub.1044356073,2000,4
pub.1044356073,2001,10
pub.1044356073,2002,13
pub.1044356073,2003,16
pub.1044356073,2004,21
pub.1044356073,2005,22
pub.1044356073,2006,24
pub.1044356073,2007,25
pub.1044356073,2008,26
pub.1044356073,2009,29
pub.1044356073,2011,30
pub.1044356073,2016,31
pub.1044356073,2020,33
pub.1005684223,2000,2
pub.1005684223,2008,3
pub.1005684223,2015,4
pub.1005684223,2016,5
pub.1060583579,2000,4
pub.1060583579,2001,5
pub.1060583579,2003,6
pub.1020618311,2000,3
pub.1020618311,2001,5
pub.1020618311,2002,6
pub.1020618311,2003,7
pub.1020618311,2004,8
pub.1020618311,2005,9
pub.1020618311,2008,10
pub.1020618311,2015,11
pub.1020618311,2018,12
pub.1020618311,2019,13
pub.1062569221,2000,1
pub.1062569221,2002,5
pub.1062569221,2003,9
pub.1062569221,2004,10
pub.1062569221,2005,12
pub.1062569221,2006,13
pub.1062569221,2008,14
pub.1062569221,2010,15
pub.1062569221,2011,16
pub.1062569221,2012,18
pub.1062569221,2013,19
pub.1062569221,2017,20
pub.1062569221,2019,21
pub.1062569221,2020,23
pub.1062569221,2021,26
pub.1062569221,2022,27
pub.1045824403,2002,1
pub.1045824403,2003,9
pub.1045824403,2004,16
pub.1045824403,2005,19
pub.1045824403,2006,21
pub.1045824403,2007,24
pub.1045824403,2008,26
pub.1045824403,2012,28
pub.1045824403,2017,29
pub.1045824403,2020,30
pub.1045824403,2021,32
pub.1045824403,2024,33
pub.1002074360,2002,2
pub.1002074360,2011,3
pub.1003943535,2002,1
pub.1003943535,2003,3
pub.1003943535,2005,4
pub.1003943535,2006,5
pub.1003943535,2008,6
pub.1003943535,2011,7
pub.1003943535,2012,8
pub.1003943535,2017,9
pub.1003943535,2018,10
pub.1003943535,2019,13
pub.1062570267,2001,8
pub.1062570267,2002,13
pub.1062570267,2003,18
pub.1062570267,2004,22
pub.1062570267,2005,23
pub.1062570267,2006,25
pub.1062570267,2007,28
pub.1062570267,2009,30
pub.1062570267,2010,32
pub.1062570267,2011,33
pub.1062570267,2012,34
pub.1062570267,2014,36
pub.1062570267,2015,38
pub.1062570267,2018,41
pub.1062570267,2019,43
pub.1062570267,2020,44
pub.1062570267,2021,45
pub.1062570267,2023,46
pub.1028311676,2000,1
pub.1028311676,2002,2
pub.1028311676,2003,4
pub.1025272248,2002,7
pub.1025272248,2003,18
pub.1025272248,2004,29
pub.1025272248,2005,30
pub.1025272248,2006,36
pub.1025272248,2007,44
pub.1025272248,2008,48
pub.1025272248,2009,51
pub.1025272248,2010,58
pub.1025272248,2011,59
pub.1025272248,2012,61
pub.1025272248,2013,62
pub.1025272248,2014,63
pub.1025272248,2015,64
pub.1025272248,2016,66
pub.1025272248,2017,68
pub.1025272248,2018,69
pub.1025272248,2020,70
pub.1025272248,2021,73
pub.1025272248,2022,74
pub.1025272248,2023,77
pub.1025272248,2024,80
pub.1033548326,2001,3
pub.1033548326,2002,5
pub.1033548326,2006,6
pub.1033548326,2009,7
pub.1033548326,2011,8
pub.1033548326,2015,9
pub.1018154190,2001,1
pub.1018154190,2002,2
pub.1018154190,2003,3
pub.1018154190,2004,4
pub.1018154190,2005,5
pub.1018154190,2007,6
pub.1018154190,2011,8
pub.1024494533,2001,3
pub.1024494533,2002,10
pub.1024494533,2003,14
pub.1024494533,2004,21
pub.1024494533,2005,24
pub.1024494533,2006,28
pub.1024494533,2008,30
pub.1024494533,2009,31
pub.1024494533,2010,32
pub.1024494533,2011,33
pub.1024494533,2012,35
pub.1024494533,2014,37
pub.1024494533,2015,40
pub.1024494533,2017,41
pub.1024494533,2020,42
pub.1021983037,2001,2
pub.1021983037,2002,4
pub.1021983037,2003,9
pub.1021983037,2004,13
pub.1021983037,2005,14
pub.1021983037,2006,15
pub.1021983037,2007,19
pub.1021983037,2008,26
pub.1021983037,2009,29
pub.1021983037,2010,33
pub.1021983037,2011,36
pub.1021983037,2013,37
pub.1021983037,2015,38
pub.1021983037,2016,40
pub.1021983037,2017,42
pub.1021983037,2020,43
pub.1021983037,2021,44
pub.1021983037,2022,45
pub.1010998098,2001,4
pub.1010998098,2002,5
pub.1010998098,2003,9
pub.1010998098,2004,12
pub.1010998098,2006,17
pub.1010998098,2007,20
pub.1010998098,2009,21
pub.1010998098,2011,23
pub.1010998098,2016,24
pub.1010998098,2020,25
pub.1036585335,2002,3
pub.1036585335,2003,6
pub.1036585335,2004,9
pub.1036585335,2006,12
pub.1036585335,2007,14
pub.1036585335,2008,16
pub.1036585335,2011,18
pub.1036585335,2012,19
pub.1036585335,2015,20
pub.1036585335,2022,21
pub.1016166409,2001,5
pub.1016166409,2002,10
pub.1016166409,2003,15
pub.1016166409,2004,21
pub.1016166409,2005,22
pub.1016166409,2006,23
pub.1016166409,2007,25
pub.1016166409,2008,27
pub.1016166409,2011,28
pub.1016166409,2012,29
pub.1016166409,2014,30
pub.1037218545,2002,4
pub.1037218545,2003,5
pub.1037218545,2004,10
pub.1037218545,2005,12
pub.1037218545,2006,16
pub.1037218545,2007,18
pub.1037218545,2008,20
pub.1037218545,2009,24
pub.1037218545,2010,26
pub.1037218545,2011,27
pub.1037218545,2012,28
pub.1037218545,2013,29
pub.1037218545,2014,30
pub.1037218545,2015,32
pub.1053443756,2001,1
pub.1053443756,2002,3
pub.1053443756,2003,4
pub.1053443756,2004,6
pub.1053443756,2005,7
pub.1053443756,2006,9
pub.1053443756,2009,10
pub.1053443756,2010,12
pub.1060557340,2000,1
pub.1060557340,2001,5
