id,year,cumulative_citations
pub.1060437772,1968,3
pub.1060437772,1969,10
pub.1060437772,1970,15
pub.1060437772,1971,18
pub.1060437772,1972,27
pub.1060437772,1973,36
pub.1060437772,1974,43
pub.1060437772,1975,50
pub.1060437772,1976,59
pub.1060437772,1977,65
pub.1060437772,1978,75
pub.1060437772,1979,78
pub.1060437772,1980,85
pub.1060437772,1981,89
pub.1060437772,1982,95
pub.1060437772,1983,100
pub.1060437772,1984,101
pub.1060437772,1985,103
pub.1060437772,1986,106
pub.1060437772,1987,117
pub.1060437772,1988,122
pub.1060437772,1989,128
pub.1060437772,1990,137
pub.1060437772,1991,142
pub.1060437772,1992,155
pub.1060437772,1993,158
pub.1060437772,1994,161
pub.1060437772,1995,165
pub.1060437772,1996,168
pub.1060437772,1997,174
pub.1060437772,1998,178
pub.1060437772,1999,179
pub.1060437772,2000,183
pub.1060437772,2001,207
pub.1060437772,2002,210
pub.1060437772,2003,216
pub.1060437772,2004,221
pub.1060437772,2005,231
pub.1060437772,2006,237
pub.1060437772,2007,241
pub.1060437772,2008,247
pub.1060437772,2009,258
pub.1060437772,2010,262
pub.1060437772,2011,269
pub.1060437772,2012,277
pub.1060437772,2013,282
pub.1060437772,2014,288
pub.1060437772,2015,295
pub.1060437772,2016,309
pub.1060437772,2017,319
pub.1060437772,2018,326
pub.1060437772,2019,339
pub.1060437772,2020,352
pub.1060437772,2021,368
pub.1060437772,2022,382
pub.1060437772,2023,395
pub.1060437772,2024,405
pub.1029610364,1977,1
pub.1029610364,2005,2
pub.1021709972,1974,1
pub.1021709972,1976,3
pub.1021709972,1981,4
pub.1021709972,1982,5
pub.1021709972,1998,6
pub.1021709972,1999,7
pub.1021709972,2002,8
pub.1021709972,2004,9
pub.1021709972,2008,10
pub.1021709972,2013,11
pub.1060682714,1976,2
pub.1060682714,2002,3
pub.1060423640,1963,2
pub.1060423640,1964,3
pub.1060423640,1967,4
pub.1060423640,1969,6
pub.1060423640,1971,7
pub.1060423640,1972,8
pub.1060423640,1975,10
pub.1060423640,1978,11
pub.1060423640,1980,12
pub.1060423640,1984,13
pub.1060423640,2015,14
pub.1039060951,1958,7
pub.1039060951,1959,14
pub.1039060951,1960,20
pub.1039060951,1961,25
pub.1039060951,1962,29
pub.1039060951,1963,37
pub.1039060951,1964,45
pub.1039060951,1965,52
pub.1039060951,1966,56
pub.1039060951,1967,59
pub.1039060951,1968,69
pub.1039060951,1969,73
pub.1039060951,1970,75
pub.1039060951,1971,77
pub.1039060951,1972,81
pub.1039060951,1973,87
pub.1039060951,1974,91
pub.1039060951,1975,94
pub.1039060951,1976,96
pub.1039060951,1977,97
pub.1039060951,1978,100
pub.1039060951,1979,103
pub.1039060951,1980,106
pub.1039060951,1982,110
pub.1039060951,1983,113
pub.1039060951,1984,115
pub.1039060951,1985,116
pub.1039060951,1986,118
pub.1039060951,1987,131
pub.1039060951,1988,141
pub.1039060951,1989,149
pub.1039060951,1990,158
pub.1039060951,1991,171
pub.1039060951,1992,179
pub.1039060951,1993,183
pub.1039060951,1994,186
pub.1039060951,1995,193
pub.1039060951,1996,198
pub.1039060951,1997,200
pub.1039060951,1998,207
pub.1039060951,1999,212
pub.1039060951,2000,216
pub.1039060951,2001,230
pub.1039060951,2002,237
pub.1039060951,2003,246
pub.1039060951,2004,254
pub.1039060951,2005,262
pub.1039060951,2006,271
pub.1039060951,2007,277
pub.1039060951,2008,280
pub.1039060951,2009,288
pub.1039060951,2010,296
pub.1039060951,2011,307
pub.1039060951,2012,314
pub.1039060951,2013,323
pub.1039060951,2014,330
pub.1039060951,2015,341
pub.1039060951,2016,360
pub.1039060951,2017,373
pub.1039060951,2018,388
pub.1039060951,2019,394
pub.1039060951,2020,402
pub.1039060951,2021,426
pub.1039060951,2022,443
pub.1039060951,2023,452
pub.1039060951,2024,461
pub.1063105845,1981,1
pub.1063105845,1982,2
pub.1063105845,1983,4
pub.1063105845,1986,6
pub.1063105845,1987,7
pub.1063105845,1988,8
pub.1063105845,1990,9
pub.1063105845,2000,10
pub.1063105845,2001,11
pub.1063105845,2002,13
pub.1063105845,2008,14
pub.1063105845,2009,17
pub.1063105845,2010,19
pub.1060785408,1981,4
pub.1060785408,1982,7
pub.1060785408,1983,8
pub.1060785408,1986,9
pub.1060785408,1987,10
pub.1060785408,1990,11
pub.1060785408,1993,12
pub.1060785408,2002,13
pub.1060785408,2004,14
pub.1034236567,1982,3
pub.1034236567,1983,6
pub.1034236567,1986,7
pub.1034236567,1990,8
pub.1034236567,2002,9
pub.1060530756,1982,1
pub.1060530756,1983,3
pub.1060530756,1990,4
pub.1060530756,1997,5
pub.1060530756,2000,6
pub.1060530756,2001,7
pub.1060530756,2002,8
pub.1060530756,2003,9
pub.1060530756,2004,11
pub.1060530756,2011,12
pub.1060530756,2017,13
pub.1046871568,1982,1
pub.1046871568,1983,2
pub.1046871568,1987,3
pub.1046871568,1990,4
pub.1046871568,2002,5
pub.1046871568,2003,6
pub.1060786955,1982,1
pub.1060786955,1983,4
pub.1060786955,1986,5
pub.1060786955,1990,6
pub.1060786955,1991,7
pub.1060786955,2002,8
pub.1060786955,2005,9
pub.1060786955,2006,10
pub.1060521421,1979,1
pub.1060521421,1980,2
pub.1060521421,1981,5
pub.1060521421,1982,7
pub.1060521421,1986,9
pub.1060521421,1987,11
pub.1060521421,1988,12
pub.1060521421,1990,13
pub.1060521421,1991,14
pub.1060521421,1994,15
pub.1060521421,1997,16
pub.1060521421,2000,17
pub.1060521421,2001,20
pub.1060521421,2002,21
pub.1060521421,2003,22
pub.1060521421,2009,23
pub.1060521421,2015,25
pub.1060521421,2016,26
pub.1060521421,2018,27
pub.1060521421,2022,28
pub.1060527730,1981,3
pub.1060527730,1982,4
pub.1060527730,1984,5
pub.1060527730,1995,6
pub.1060527730,2001,8
pub.1060527730,2002,10
pub.1060527730,2006,11
pub.1060527730,2007,12
pub.1060527730,2016,13
pub.1060527730,2021,14
pub.1060526694,1980,1
pub.1060526694,1981,2
pub.1060526694,1982,3
pub.1060526694,1987,4
pub.1060526694,1995,5
pub.1060526694,1996,6
pub.1060526694,1997,7
pub.1060526694,2000,8
pub.1060526694,2001,9
pub.1060526694,2002,10
pub.1060526694,2006,11
pub.1060526694,2008,12
pub.1060526694,2012,13
pub.1060526694,2015,14
pub.1060428562,1967,1
pub.1060428562,1969,2
pub.1060428562,1980,3
pub.1060428562,1988,4
pub.1060428562,2004,6
pub.1060428562,2005,7
pub.1060428562,2009,8
pub.1060428562,2011,9
pub.1060428562,2016,11
pub.1060428562,2019,12
pub.1060428562,2020,14
pub.1063104022,1980,1
pub.1063104022,1983,2
pub.1063104022,1984,3
pub.1063104022,1987,4
pub.1063104022,1993,5
pub.1063104022,2001,6
pub.1063104022,2003,7
pub.1063104022,2013,8
pub.1063104022,2015,9
pub.1063104022,2016,11
pub.1063104022,2017,12
pub.1063104022,2019,13
pub.1063104022,2020,16
pub.1063104022,2021,17
pub.1060436786,1969,2
pub.1060436786,1980,4
pub.1060436786,1981,5
pub.1060436786,1988,7
pub.1060436786,2004,8
pub.1060436786,2010,9
pub.1060436786,2011,11
pub.1060436786,2013,13
pub.1060436786,2015,14
pub.1060436786,2016,16
pub.1060436786,2017,17
pub.1060436786,2018,19
pub.1060436786,2019,22
pub.1060436786,2020,23
pub.1060436786,2021,24
pub.1060436786,2024,25
pub.1049401911,1975,2
pub.1049401911,1976,3
pub.1049401911,1978,4
pub.1049401911,1980,5
pub.1049401911,1981,6
pub.1049401911,1983,8
pub.1049401911,1987,9
pub.1049401911,1990,10
pub.1049401911,1997,11
pub.1049401911,2013,12
pub.1049401911,2016,13
pub.1049401911,2018,14
pub.1049401911,2019,15
pub.1049401911,2020,17
pub.1060521131,1978,1
pub.1060521131,1983,3
pub.1060521131,1984,4
pub.1060521131,1987,5
pub.1060428471,1968,1
pub.1060428471,1974,2
pub.1060428471,1976,3
pub.1060428471,1978,4
pub.1060428471,1981,7
pub.1060428471,1982,10
pub.1060428471,1983,12
pub.1060428471,1984,14
pub.1060428471,1986,15
pub.1060428471,1987,20
pub.1060428471,1988,22
pub.1060428471,1989,23
pub.1060428471,1990,27
pub.1060428471,1992,28
pub.1060428471,1993,29
pub.1060428471,1994,30
pub.1060428471,1995,31
pub.1060428471,1996,32
pub.1060428471,1997,33
pub.1060428471,1999,34
pub.1060428471,2000,35
pub.1060428471,2002,36
pub.1060428471,2003,37
pub.1060428471,2006,39
pub.1060428471,2008,40
pub.1060428471,2010,41
pub.1060428471,2011,44
pub.1060428471,2012,45
pub.1060428471,2013,46
pub.1060428471,2014,48
pub.1060428471,2016,49
pub.1060428471,2020,50
pub.1060428471,2022,52
pub.1060424888,1963,1
pub.1060424888,1964,2
pub.1060424888,1966,3
pub.1060424888,1968,5
pub.1060424888,1969,8
pub.1060424888,1970,10
pub.1060424888,1972,11
pub.1060424888,1973,13
pub.1060424888,1976,15
pub.1060424888,1977,16
pub.1060424888,1978,18
pub.1060424888,1979,19
pub.1060424888,1981,20
pub.1060424888,1982,21
pub.1060424888,1983,22
pub.1060424888,1987,24
pub.1060424888,1989,25
pub.1060424888,1990,30
pub.1060424888,1991,31
pub.1060424888,1992,34
pub.1060424888,1993,37
pub.1060424888,1994,40
pub.1060424888,1995,42
pub.1060424888,1996,43
pub.1060424888,1997,44
pub.1060424888,1998,45
pub.1060424888,1999,47
pub.1060424888,2000,48
pub.1060424888,2001,49
pub.1060424888,2002,50
pub.1060424888,2003,52
pub.1060424888,2004,53
pub.1060424888,2005,54
pub.1060424888,2008,55
pub.1060424888,2009,58
pub.1060424888,2010,59
pub.1060424888,2011,60
pub.1060424888,2012,61
pub.1060424888,2013,63
pub.1060424888,2015,66
pub.1060424888,2016,72
pub.1060424888,2017,74
pub.1060424888,2018,76
pub.1060424888,2019,79
pub.1060424888,2020,85
pub.1060424888,2021,94
pub.1060424888,2022,97
pub.1060424888,2023,101
pub.1060424888,2024,103
pub.1007373433,1976,1
pub.1007373433,1978,2
pub.1007373433,1984,3
pub.1007373433,1993,4
pub.1007373433,1994,5
pub.1060609974,1973,1
pub.1060609974,1975,2
pub.1060609974,1976,3
pub.1060609974,1978,4
pub.1060609974,1979,5
pub.1060609974,1980,6
pub.1060609974,1983,7
pub.1060609974,1984,8
pub.1060609974,1987,13
pub.1060609974,1988,15
pub.1060609974,1989,17
pub.1060609974,1990,19
pub.1060609974,1997,20
pub.1060609974,2004,21
pub.1060609974,2005,23
pub.1060609974,2006,25
pub.1060609974,2008,27
pub.1060609974,2010,28
pub.1060609974,2013,29
pub.1060609974,2014,31
pub.1060609974,2018,32
pub.1060609974,2022,33
pub.1006762438,1981,1
pub.1006762438,1983,2
pub.1057732992,1974,1
pub.1057732992,1975,4
pub.1057732992,1978,5
pub.1057732992,1979,7
pub.1057732992,1980,8
pub.1057732992,1983,9
pub.1057732992,1994,10
pub.1057732992,1997,11
pub.1057732992,1998,12
pub.1057732992,2001,13
pub.1057732992,2003,14
pub.1057732992,2006,15
pub.1057732992,2015,16
pub.1057732992,2016,17
pub.1057732992,2022,19
pub.1057732992,2024,20
pub.1057742160,1975,2
pub.1057742160,1980,3
pub.1057742160,1994,4
pub.1057742160,2001,5
pub.1057742160,2004,6
pub.1057742160,2015,7
pub.1057742160,2021,8
pub.1057742160,2023,9
pub.1060434716,1972,1
pub.1060434716,1973,2
pub.1060434716,1974,3
pub.1060434716,1975,4
pub.1060434716,1978,5
pub.1060434716,2004,6
pub.1060442900,1970,1
pub.1060442900,1971,2
pub.1060442900,1972,7
pub.1060442900,1973,9
pub.1060442900,1975,11
pub.1060442900,1976,13
pub.1060442900,1977,15
pub.1060442900,1978,16
pub.1060442900,1980,17
pub.1060442900,1989,18
pub.1060442900,2005,19
pub.1060442900,2006,20
pub.1060442900,2007,21
pub.1060442900,2015,22
pub.1060442900,2019,23
pub.1060442900,2020,25
pub.1060442900,2021,28
pub.1060572171,1972,1
pub.1060572171,1974,4
pub.1060572171,1975,6
pub.1060572171,1978,7
pub.1060572171,1983,8
pub.1060572171,1984,10
pub.1060572171,2005,11
pub.1060572171,2015,12
pub.1060572171,2016,13
pub.1013682525,1972,1
pub.1013682525,1975,4
pub.1013682525,1980,5
pub.1060776058,1973,2
pub.1060776058,1974,3
pub.1060776058,1975,5
pub.1060776058,1976,6
pub.1060776058,1977,7
pub.1060776058,1978,8
pub.1060776058,1979,9
pub.1060776058,1980,12
pub.1060776058,1982,13
pub.1060776058,1990,15
pub.1060776058,2001,16
pub.1060776058,2002,17
pub.1060776058,2004,19
pub.1060776058,2015,20
pub.1060778216,1974,2
pub.1060778216,1975,3
pub.1060778216,1976,5
pub.1060778216,1987,6
pub.1060778216,2001,7
pub.1060778216,2002,8
pub.1060778216,2006,9
pub.1060778216,2009,10
pub.1060778216,2015,11
pub.1060535553,1972,1
pub.1060535553,1974,3
pub.1060535553,1975,5
pub.1060535553,1989,6
pub.1060535553,2006,7
pub.1060778406,1975,1
pub.1060778406,1976,3
pub.1060778406,1980,4
pub.1060778406,2008,5
pub.1060432810,1967,1
pub.1060432810,1971,2
pub.1060432810,1972,4
pub.1060432810,1973,5
pub.1060432810,1975,6
pub.1060432810,1976,7
pub.1060432810,1980,8
pub.1060432810,2002,9
pub.1060432810,2015,10
pub.1049365196,1974,2
pub.1049365196,1975,4
pub.1049365196,1976,5
pub.1049365196,1989,6
pub.1049365196,2001,7
pub.1049365196,2002,8
pub.1049365196,2005,9
pub.1049365196,2017,10
pub.1060522204,1978,2
pub.1060522204,1983,3
pub.1060522204,1984,4
pub.1060522204,1995,5
pub.1060522204,1997,6
pub.1060522204,1998,7
pub.1060522204,2004,8
pub.1060522204,2007,9
pub.1060522204,2009,10
pub.1060522204,2015,11
pub.1060530148,1983,1
pub.1060530148,1990,2
pub.1060530148,1998,3
pub.1059081596,1983,2
pub.1059081596,2000,3
pub.1059081596,2002,4
pub.1060786050,1982,2
pub.1060786050,1983,5
pub.1060786050,1990,6
pub.1060786050,1992,7
pub.1060786050,1996,8
pub.1060786050,1998,9
pub.1060784329,1982,3
pub.1060784329,1983,8
pub.1060784329,1984,23
pub.1060784329,1985,30
pub.1060784329,1986,35
pub.1060784329,1987,39
pub.1060784329,1988,40
pub.1060784329,1989,43
pub.1060784329,1990,45
pub.1060784329,1991,50
pub.1060784329,1992,51
pub.1060784329,1993,53
pub.1060784329,1994,56
pub.1060784329,1995,58
pub.1060784329,1996,62
pub.1060784329,1997,65
pub.1060784329,1998,67
pub.1060784329,1999,69
pub.1060784329,2000,71
pub.1060784329,2001,79
pub.1060784329,2002,83
pub.1060784329,2003,90
pub.1060784329,2004,97
pub.1060784329,2005,98
pub.1060784329,2006,100
pub.1060784329,2007,107
pub.1060784329,2008,111
pub.1060784329,2009,114
pub.1060784329,2010,117
pub.1060784329,2011,123
pub.1060784329,2012,125
pub.1060784329,2014,128
pub.1060784329,2015,130
pub.1060784329,2016,135
pub.1060784329,2017,136
pub.1060784329,2018,139
pub.1060784329,2019,141
pub.1060784329,2020,142
pub.1060784329,2021,144
pub.1060784329,2022,151
pub.1060788509,1983,1
pub.1060788509,1984,17
pub.1060788509,1985,24
pub.1060788509,1986,32
pub.1060788509,1987,35
pub.1060788509,1988,36
pub.1060788509,1989,38
pub.1060788509,1990,40
pub.1060788509,1991,44
pub.1060788509,1993,45
pub.1060788509,1994,47
pub.1060788509,1995,48
pub.1060788509,1996,49
pub.1060788509,1998,50
pub.1060788509,2000,51
pub.1060788509,2002,52
pub.1060788509,2003,54
pub.1060788509,2007,55
pub.1060788509,2008,56
pub.1060788509,2009,57
pub.1060788509,2011,59
pub.1060788509,2015,60
pub.1060788509,2016,62
pub.1060788509,2017,63
pub.1060787673,1983,4
pub.1060787673,1984,12
pub.1060787673,1985,14
pub.1060787673,1986,15
pub.1060787673,1987,18
pub.1060787673,1991,20
pub.1060787673,1994,21
pub.1060787673,1997,22
pub.1060787673,2002,23
pub.1060787673,2009,24
pub.1060787673,2010,25
pub.1060787673,2012,27
pub.1060787673,2014,28
pub.1060787673,2015,29
pub.1060787673,2016,32
pub.1060787673,2018,33
pub.1060525285,1979,1
pub.1060525285,1980,3
pub.1060525285,1981,5
pub.1060525285,1982,9
pub.1060525285,1983,11
pub.1060525285,1984,13
pub.1060525285,1985,14
pub.1060525285,1986,18
pub.1060525285,1987,22
pub.1060525285,1988,23
pub.1060525285,1990,24
pub.1060525285,1991,25
pub.1060525285,1992,27
pub.1060525285,1995,28
pub.1060525285,1996,30
pub.1060525285,1997,31
pub.1060525285,1998,32
pub.1060525285,2000,34
pub.1060525285,2001,36
pub.1060525285,2002,38
pub.1060525285,2003,41
pub.1060525285,2004,42
pub.1060525285,2005,44
pub.1060525285,2006,46
pub.1060525285,2007,50
pub.1060525285,2008,52
pub.1060525285,2009,53
pub.1060525285,2010,55
pub.1060525285,2011,57
pub.1060525285,2012,58
pub.1060525285,2013,59
pub.1060525285,2014,60
pub.1060525285,2015,61
pub.1060525285,2016,62
pub.1060525285,2017,64
pub.1060785737,1980,1
pub.1060785737,1981,3
pub.1060785737,1982,4
pub.1060785737,1983,5
pub.1060785737,1984,6
pub.1060785737,1988,7
pub.1060785737,1990,8
pub.1060785737,2002,9
pub.1060785737,2007,10
pub.1060785737,2014,11
pub.1060528591,1982,1
pub.1060528591,1983,2
pub.1060528591,1984,3
pub.1060528591,1987,4
pub.1060528591,2007,5
pub.1060528591,2010,6
pub.1060528591,2014,8
pub.1011327460,1983,2
pub.1011327460,1984,3
pub.1011327460,1997,4
pub.1011327460,2008,5
pub.1011327460,2022,6
pub.1060785736,1980,1
pub.1060785736,1981,3
pub.1060785736,1982,4
pub.1060785736,1983,5
pub.1060785736,1984,6
pub.1060785736,1990,7
pub.1060785736,1996,8
pub.1060785736,2001,9
pub.1060785736,2007,11
pub.1060785736,2010,12
pub.1060785736,2013,14
pub.1060785736,2014,16
pub.1060785736,2015,17
pub.1060785736,2017,19
pub.1060785736,2018,20
pub.1060785736,2019,22
pub.1060785736,2020,23
pub.1060526473,1980,1
pub.1060526473,1981,2
pub.1060526473,1982,3
pub.1060526473,1983,4
pub.1060526473,1990,5
pub.1060526473,2004,6
pub.1060526473,2006,7
pub.1060526473,2007,8
pub.1060526473,2008,9
pub.1060526473,2015,10
pub.1060526473,2017,11
pub.1060786882,1982,1
pub.1060786882,1983,2
pub.1060786882,1984,3
pub.1060786882,2007,5
pub.1060786882,2012,7
pub.1060786882,2013,9
pub.1060786882,2014,11
pub.1060786882,2015,12
pub.1060786882,2017,13
pub.1060786882,2018,14
pub.1060786882,2020,15
pub.1060786882,2022,16
pub.1060788088,1983,1
pub.1060788088,1990,2
pub.1060788088,1991,3
pub.1060788088,1993,4
pub.1039015659,1980,1
pub.1039015659,1981,4
pub.1039015659,1982,5
pub.1039015659,1984,6
pub.1039015659,1985,7
pub.1039015659,1986,9
pub.1039015659,1987,11
pub.1039015659,1992,12
pub.1039015659,1994,14
pub.1039015659,1998,15
pub.1039015659,2006,16
pub.1039015659,2014,17
pub.1039015659,2015,19
pub.1039015659,2016,20
pub.1057934418,1982,1
pub.1057934418,1983,3
pub.1057934418,1984,9
pub.1057934418,1985,10
pub.1057934418,1986,11
pub.1057934418,1987,13
pub.1057934418,1988,14
pub.1057934418,1991,15
pub.1060786151,1981,1
pub.1060786151,1982,2
pub.1060786151,1984,3
pub.1060786151,1985,4
pub.1060786151,1986,5
pub.1060786151,1994,7
pub.1060785564,1981,1
pub.1060785564,1982,2
pub.1060785564,1984,3
pub.1060785564,1985,4
pub.1060785564,1986,5
pub.1060785564,1994,6
pub.1060785564,1995,7
pub.1060785564,2000,8
pub.1060785564,2001,9
pub.1060785564,2008,10
pub.1060781639,1978,3
pub.1060781639,1979,9
pub.1060781639,1980,10
pub.1060781639,1981,14
pub.1060781639,1982,15
pub.1060781639,1985,16
pub.1060781639,1995,18
pub.1060781639,2009,19
pub.1016714415,1979,1
pub.1016714415,1982,2
pub.1016714415,1984,3
pub.1016714415,1985,4
pub.1016714415,2008,5
pub.1016604408,1958,1
pub.1016604408,1959,3
pub.1016604408,1961,4
pub.1016604408,1972,5
pub.1016604408,1976,6
pub.1016604408,1981,7
pub.1016604408,1982,8
pub.1016604408,1984,9
pub.1016604408,1987,10
pub.1016604408,1989,11
pub.1016604408,1990,12
pub.1016604408,1992,13
pub.1016604408,1994,14
pub.1016604408,1999,15
pub.1016604408,2000,17
pub.1016604408,2003,18
pub.1016604408,2015,19
pub.1016604408,2018,20
pub.1060420507,1958,1
pub.1060420507,1959,2
pub.1060420507,1960,3
pub.1060420507,1961,5
pub.1060420507,1981,6
pub.1060420507,1982,7
pub.1060420507,1990,9
pub.1060420507,2007,10
pub.1060420507,2014,11
pub.1051834348,1981,2
pub.1051834348,1982,3
pub.1051834348,1993,4
pub.1051834348,1996,5
pub.1051834348,2001,6
pub.1051834348,2002,7
pub.1051834348,2004,8
pub.1051834348,2010,9
pub.1051834348,2012,10
pub.1051834348,2013,11
pub.1051834348,2014,12
pub.1051834348,2015,14
pub.1051834348,2016,15
pub.1051834348,2018,18
pub.1051834348,2020,19
pub.1060422527,1961,2
pub.1060422527,1963,3
pub.1060422527,1964,6
pub.1060422527,1965,8
pub.1060422527,1966,9
pub.1060422527,1968,12
pub.1060422527,1969,13
pub.1060422527,1971,14
pub.1060422527,1973,15
pub.1060422527,1977,16
pub.1060422527,1981,17
pub.1060422527,1982,19
pub.1060422527,1983,21
pub.1060422527,1984,22
pub.1060422527,1990,27
pub.1060422527,1993,29
pub.1060422527,1994,30
pub.1060422527,1995,32
pub.1060422527,1997,33
pub.1060422527,1999,34
pub.1060422527,2002,35
pub.1060422527,2005,38
pub.1060422527,2007,39
pub.1060422527,2013,40
pub.1060422527,2015,41
pub.1060422527,2016,42
pub.1060422527,2017,43
pub.1060422527,2020,44
pub.1060422527,2023,45
pub.1060421010,1959,1
pub.1060421010,1960,5
pub.1060421010,1961,8
pub.1060421010,1963,9
pub.1060421010,1965,10
pub.1060421010,1966,11
pub.1060421010,1981,14
pub.1060421010,1982,15
pub.1060421010,1984,16
pub.1060421010,1985,17
pub.1060421010,1988,18
pub.1060421010,1990,19
pub.1060421010,1991,21
pub.1060421010,1993,23
pub.1060421010,1994,25
pub.1060421010,1995,26
pub.1060421010,1996,27
pub.1060421010,1997,28
pub.1060421010,1998,30
pub.1060421010,1999,31
pub.1060421010,2000,33
pub.1060421010,2002,34
pub.1060421010,2004,35
pub.1060421010,2006,36
pub.1060421010,2007,40
pub.1060421010,2010,41
pub.1060421010,2012,42
pub.1060421010,2013,45
pub.1060421010,2016,47
pub.1060628906,1974,1
pub.1060628906,1975,2
pub.1060628906,1976,3
pub.1060628906,1977,4
pub.1060628906,1978,5
pub.1060628906,1980,6
pub.1060628906,1981,7
pub.1060628906,1988,8
pub.1060628906,1990,9
pub.1060628906,1993,10
pub.1060628906,2004,12
pub.1060628906,2013,13
pub.1060628906,2024,14
pub.1060777015,1974,2
pub.1060777015,1975,3
pub.1060777015,1981,4
pub.1060777015,1992,5
pub.1060777015,1995,6
pub.1060777015,1996,7
pub.1060777015,2004,8
pub.1060777015,2007,9
pub.1060777015,2017,10
pub.1046718044,1980,2
pub.1046718044,1981,3
pub.1060784109,1980,2
pub.1060784109,1981,5
pub.1060784109,1982,7
pub.1060784109,1983,9
pub.1060784109,1987,10
pub.1060784109,1989,11
pub.1060784109,1990,12
pub.1060784109,1996,13
pub.1060784109,1998,14
pub.1017101813,1976,1
pub.1017101813,1978,3
pub.1017101813,1979,4
pub.1017101813,1980,6
pub.1017101813,1981,9
pub.1017101813,1982,10
pub.1017101813,1984,11
pub.1017101813,1986,12
pub.1017101813,1988,14
pub.1017101813,1990,15
pub.1017101813,1992,17
pub.1017101813,1994,19
pub.1017101813,1995,20
pub.1017101813,2020,22
pub.1028681795,1981,2
pub.1028681795,1984,3
pub.1060784833,1980,1
pub.1060784833,1981,4
pub.1060784833,1984,5
pub.1060784833,1985,6
pub.1060784833,2006,7
pub.1060783489,1979,1
pub.1060783489,1980,3
pub.1060783489,1981,6
pub.1060783489,1984,7
pub.1060783489,1985,8
pub.1060783489,1991,9
pub.1060783489,1995,10
pub.1060783489,2000,11
pub.1060783489,2001,13
pub.1060783489,2019,14
pub.1040275803,1979,1
pub.1040275803,1980,2
pub.1040275803,1981,3
pub.1040275803,1984,4
pub.1040275803,1995,5
pub.1060520605,1976,3
pub.1060520605,1977,6
pub.1060520605,1978,14
pub.1060520605,1979,17
pub.1060520605,1980,22
pub.1060520605,1981,25
pub.1060520605,1982,28
pub.1060520605,1983,30
pub.1060520605,1984,32
pub.1060520605,1985,33
pub.1060520605,1986,36
pub.1060520605,1987,47
pub.1060520605,1988,51
pub.1060520605,1989,56
pub.1060520605,1990,62
pub.1060520605,1991,64
pub.1060520605,1992,67
pub.1060520605,1993,69
pub.1060520605,1994,72
pub.1060520605,1995,73
pub.1060520605,1996,75
pub.1060520605,1997,79
pub.1060520605,1998,82
pub.1060520605,2000,84
pub.1060520605,2001,96
pub.1060520605,2002,100
pub.1060520605,2003,102
pub.1060520605,2004,108
pub.1060520605,2005,113
pub.1060520605,2006,115
pub.1060520605,2007,120
pub.1060520605,2008,126
pub.1060520605,2009,131
pub.1060520605,2010,138
pub.1060520605,2011,145
pub.1060520605,2012,147
pub.1060520605,2013,155
pub.1060520605,2014,163
pub.1060520605,2015,175
pub.1060520605,2016,193
pub.1060520605,2017,204
pub.1060520605,2018,215
pub.1060520605,2019,235
pub.1060520605,2020,262
pub.1060520605,2021,288
pub.1060520605,2022,311
pub.1060520605,2023,327
pub.1060520605,2024,340
pub.1060520335,1976,1
pub.1060520335,1980,3
pub.1019208707,1965,1
pub.1019208707,1980,2
pub.1019208707,1990,3
pub.1019208707,2003,4
pub.1019208707,2009,5
pub.1019208707,2010,6
pub.1019208707,2020,7
pub.1019208707,2022,8
pub.1019208707,2023,9
pub.1026119851,1980,1
pub.1026119851,1981,2
pub.1026119851,1984,3
pub.1026119851,1985,4
pub.1026119851,1995,5
pub.1026119851,2001,6
pub.1060439896,1977,1
pub.1060439896,1979,2
pub.1060439896,1980,4
pub.1060439896,1981,5
pub.1060439896,1982,6
pub.1060439896,1995,7
pub.1060439896,2001,9
pub.1060439896,2002,10
pub.1060439896,2003,12
pub.1060439896,2005,13
pub.1060439896,2013,15
pub.1060439896,2015,16
pub.1060439896,2018,17
pub.1060439896,2020,18
pub.1060439896,2021,19
pub.1060441338,1969,1
pub.1060441338,1980,2
pub.1060441338,1981,3
pub.1060441338,2009,4
pub.1060441338,2011,5
pub.1060441338,2012,6
pub.1060441338,2015,7
pub.1060441338,2016,9
pub.1060441338,2018,11
pub.1060441338,2019,14
pub.1060441338,2020,16
pub.1060441338,2024,17
pub.1060523505,1980,2
pub.1060523505,1983,3
pub.1060523505,1984,4
pub.1060523505,1987,5
pub.1060523505,1997,6
pub.1060523505,1998,7
pub.1060523505,1999,9
pub.1060523505,2000,10
pub.1060523505,2001,11
pub.1060523505,2010,12
pub.1060778200,1974,1
pub.1060778200,1976,2
pub.1060778200,1977,3
pub.1060778200,1980,4
pub.1060778200,1982,5
pub.1060778200,1998,6
pub.1060778200,2000,7
pub.1060778200,2001,8
pub.1060778200,2012,9
pub.1060778200,2015,11
pub.1060778200,2018,12
pub.1060778200,2020,13
pub.1060778200,2021,14
pub.1060778200,2022,15
pub.1060778200,2023,16
pub.1060778200,2024,17
pub.1052593418,1980,1
pub.1052593418,1982,2
pub.1052593418,1987,4
pub.1052593418,1990,5
pub.1052593418,1991,6
pub.1059084234,1974,1
pub.1059084234,1975,2
pub.1059084234,1977,5
pub.1059084234,1978,7
pub.1059084234,1980,8
pub.1059084234,1984,9
pub.1060522544,1978,2
pub.1060522544,1979,3
